Sigla;Código;Município;1991;2000;2010
PB;2505006;Cubati;60.41;30.69;21.07
PB;2505105;Cuité;58.77;34.88;19.63
PB;2505204;Cuitegi;54.35;38.5;15.61
PB;2505238;Cuité de Mamanguape;59.03;34.51;21.65
PB;2505279;Curral de Cima;92.7;47.34;29.47
PB;2505303;Curral Velho;62.15;44.32;21.36
PB;2505352;Damião;73;62.04;32.36
PB;2505402;Desterro;68.64;40.44;26.33
PB;2505501;Vista Serrana;33.22;11.05;20.55
PB;2505600;Diamante;74.3;47.43;24.7
PB;2505709;Dona Inês;65.28;52.13;36.05
PB;2505808;Duas Estradas;54.64;39.8;22.16
PB;2505907;Emas;70.47;51.42;13.47
PB;2506004;Esperança;47.2;29.62;16.73
PB;2506103;Fagundes;63.58;46.57;26.26
PB;2506202;Frei Martinho;41.33;27.32;14.24
PB;2506251;Gado Bravo;69.68;49.69;37.6
PB;2506301;Guarabira;37.53;17.82;7.55
PB;2506400;Gurinhém;63.16;36.19;17.95
PB;2506509;Gurjão;49.36;22.45;12.52
PB;2506608;Ibiara;79.64;42.99;28.77
PB;2506707;Imaculada;66.93;51.72;29.28
PB;2506806;Ingá;45.92;32.09;16.78
PB;2506905;Itabaiana;39.74;23.43;11.37
PB;2507002;Itaporanga;53.09;30.36;13.94
PB;2507101;Itapororoca;45.32;29.98;21.85
PB;2507200;Itatuba;52.45;42.25;22.04
PB;2507309;Jacaraú;60.59;40.33;25.83
PB;2507408;Jericó;49.57;31.73;18.42
PB;2507507;João Pessoa;12.28;6.56;3.48
PB;2507606;Juarez Távora;48.26;25.35;20.29
PB;2507705;Juazeirinho;59.35;33.22;20.8
PB;2507804;Junco do Seridó;56.12;35.54;13.09
PB;2507903;Juripiranga;48.06;34.23;26.35
PB;2508000;Juru;77.51;45.98;26.55
PB;2508109;Lagoa;72.36;40.71;21.7
PB;2508208;Lagoa de Dentro;62.21;37.98;28.45
PB;2508307;Lagoa Seca;34.72;22.96;10.93
PB;2508406;Lastro;81.28;40.38;22.53
PB;2508505;Livramento;73.66;51.06;27.37
PB;2508554;Logradouro;61.28;39.15;15.05
PB;2508604;Lucena;44.82;36.3;15.24
PB;2508703;Mãe d'Água;75.93;44.15;29.35
PB;2508802;Malta;49.56;27.82;14.46
PB;2508901;Mamanguape;37.47;24.84;15.64
PB;2509008;Manaíra;66.34;49.21;32.63
PB;2509057;Marcação;52.28;52.65;28.2
PB;2509107;Mari;41.68;31.32;19.75
PB;2509156;Marizópolis;57.42;25.44;17.84
PB;2509206;Massaranduba;45.06;41.02;18.29
PB;2509305;Mataraca;36.46;34.6;20.03
PB;2509339;Matinhas;65.94;42.3;19.51
PB;2509370;Mato Grosso;63.63;26.78;13.76
PB;2509396;Maturéia;63.87;55.91;27.92
PB;2509404;Mogeiro;65.93;40.17;24.61
PB;2509503;Montadas;71.32;41;25.72
PB;2509602;Monte Horebe;52.15;41.2;23.02
PB;2509701;Monteiro;46.21;27;13.46
PB;2509800;Mulungu;54.92;32.69;18.37
PB;2509909;Natuba;62.04;42.28;33.3
PB;2510006;Nazarezinho;71.92;49.36;31.93
PB;2510105;Nova Floresta;51.3;31.4;20.33
PB;2510204;Nova Olinda;70.79;54.21;23.84
PB;2510303;Nova Palmeira;53.01;31.45;13.21
PB;2510402;Olho d'Água;58.66;56.62;30.88
PB;2510501;Olivedos;58.51;21.7;28.05
PB;2510600;Ouro Velho;55.28;34.93;13.08
PB;2510659;Parari;67.71;25.21;22.47
PB;2510709;Passagem;56.96;34.23;20.72
PB;2510808;Patos;26.31;15.58;5.38
PB;2510907;Paulista;57.87;30.49;13.38
PB;2511004;Pedra Branca;70.99;54.58;27.49
PB;2511103;Pedra Lavrada;55.03;31.62;18.06
PB;2511202;Pedras de Fogo;39.99;31.82;21.35
PB;2511301;Piancó;55.5;31.03;17.94
PB;2511400;Picuí;42.31;33.21;16.61
PB;2511509;Pilar;53.01;29.02;20.96
PB;2511608;Pilões;54.57;38.2;25.54
PB;2511707;Pilõezinhos;67.34;48.65;16.97
PB;2511806;Pirpirituba;46.91;27.8;22.85
PB;2511905;Pitimbu;45.86;30.87;22.04
PB;2512002;Pocinhos;53.23;34.13;17.66
PB;2512036;Poço Dantas;70.1;57.85;31.41
PB;2512077;Poço de José de Moura;82.26;41.23;16.72
PB;2512101;Pombal;39.25;26;10.22
PB;2512200;Prata;58.68;25.97;15.15
PB;2512309;Princesa Isabel;51.61;32.33;13.22
PB;2512408;Puxinanã;51.25;39.98;13.76
PB;2512507;Queimadas;51.13;26.33;14.47
PB;2512606;Quixabá;66.17;26.92;17.4
PB;2512705;Remígio;38.97;34.44;18.74
PB;2512721;Pedro Régis;69.41;43.21;26.94
PB;2512747;Riachão;75.31;44.16;31.13
PB;2512754;Riachão do Bacamarte;41.02;29.97;19.06
PB;2512762;Riachão do Poço;63.12;32.83;25.33
PB;2512788;Riacho de Santo Antônio;54.02;41.97;12.35
PB;2512804;Riacho dos Cavalos;65.62;35.45;16.29
PB;2512903;Rio Tinto;34.82;25.32;21.53
PB;2513000;Salgadinho;79.28;51.38;23.95
PB;2513109;Salgado de São Félix;56.86;41.53;27.29
PB;2513158;Santa Cecília;46.55;55.11;27.85
PB;2513208;Santa Cruz;64.25;35.88;21.34
PB;2513307;Santa Helena;91.38;29.23;20.78
PB;2513356;Santa Inês;69.11;63.76;29.62
PB;2513406;Santa Luzia;31.61;21.11;9.9
PB;2513505;Santana de Mangueira;74.48;49.87;38.59
PB;2513604;Santana dos Garrotes;73.63;42.68;19.46
PB;2513653;Santarém;80.18;34.27;15.45
PB;2513703;Santa Rita;30.43;19.09;8.91
PB;2513802;Santa Teresinha;73.58;35.31;23.26
PB;2513851;Santo André;61.26;25.14;15.9
PB;2513901;São Bento;18.98;16.95;7.37
PB;2513927;São Bentinho;65.53;33.89;11
PB;2513943;São Domingos do Cariri;42.34;20.61;14.03
PB;2513968;São Domingos de Pombal;59.81;39.27;18.6
PB;2513984;São Francisco;66.64;36.13;17.54
PB;2514008;São João do Cariri;51.38;19.3;12.91
PB;2514107;São João do Tigre;66.73;52.39;32.14
PB;2514206;São José da Lagoa Tapada;72.77;47.69;29.31
PB;2514305;São José de Caiana;81.38;56.43;19.48
PB;2514404;São José de Espinharas;67.46;30.68;18.74
PB;2514453;São José dos Ramos;55.27;41.74;26.5
PB;2514503;São José de Piranhas;60.55;39.53;17.56
PB;2514552;São José de Princesa;67.23;45.82;23.52
PB;2514602;São José do Bonfim;63.83;30.21;20.45
PB;2514651;São José do Brejo do Cruz;55.62;25.21;22.46
PB;2514701;São José do Sabugi;50.27;24.17;7.69
PB;2514800;São José dos Cordeiros;66.46;32.32;22.64
PB;2514909;São Mamede;47.93;20.93;12.11
PB;2515005;São Miguel de Taipu;54.59;33.2;23.67
PB;2515104;São Sebastião de Lagoa de Roça;53.43;31.11;18.56
PB;2515203;São Sebastião do Umbuzeiro;34.19;28.1;15.15
PB;2515302;Sapé;45.39;31.38;18.52
PB;2515401;Seridó;63.41;49.22;25.72
PB;2515500;Serra Branca;53.16;22.99;13.29
PB;2515609;Serra da Raiz;56.91;32.36;16.7
PB;2515708;Serra Grande;71.42;30.46;21.11
PB;2515807;Serra Redonda;55.62;22.88;21.28
PB;2515906;Serraria;66.62;46.25;24.56
PB;2515930;Sertãozinho;48;27.8;21.67
PB;2515971;Sobrado;49.63;37.25;25.88
PB;2516003;Solânea;51.83;36.08;20.91
PB;2516102;Soledade;45.59;33.08;13.21
PB;2516151;Sossêgo;63.42;41.15;28.38
PB;2516201;Sousa;36.37;17.67;9.58
PB;2516300;Sumé;40.18;25.64;11.31
PB;2516409;Campo de Santana;67.41;49.22;27.34
PB;2516508;Taperoá;60.94;41.82;17.92
PB;2516607;Tavares;68.49;43.12;24.22
PB;2516706;Teixeira;50.82;40.37;25.63
PB;2516755;Tenório;61.28;24.27;13.91
PB;2516805;Triunfo;70.69;36.82;19.83
PB;2516904;Uiraúna;53.48;30.2;14.62
PB;2517001;Umbuzeiro;53.85;46.91;27.1
PB;2517100;Várzea;54.55;16.9;6.76
PB;2517209;Vieirópolis;73.64;44.92;23.59
PB;2517407;Zabelê;44.88;19.47;12.76
PE;2600054;Abreu e Lima;17.9;13.97;6.99
PE;2600104;Afogados da Ingazeira;46.02;30.01;16.09
PE;2600203;Afrânio;56.51;44.91;27.14
PE;2600302;Agrestina;34.21;27.61;15.31
PE;2600401;Água Preta;51.31;37.25;24.59
PE;2600500;Águas Belas;55.37;48.61;31.96
PE;2600609;Alagoinha;43.12;35.06;18.93
PE;2600708;Aliança;49.26;33.8;11.87
PE;2600807;Altinho;44.9;34.99;22.53
PE;2600906;Amaraji;52.08;33.13;11.07
PE;2601003;Angelim;57.18;39.46;27.85
PE;2601052;Araçoiaba;48.35;33.58;16.32
PE;2601102;Araripina;53.81;36.93;17.75
PE;2601201;Arcoverde;25.95;19.07;13.31
PE;2601300;Barra de Guabiraba;36.15;35.54;17.45
PE;2601409;Barreiros;50.79;31.5;21.12
PE;2601508;Belém de Maria;52.84;40.66;15.21
PE;2601607;Belém de São Francisco;40.52;28.77;22.24
PE;2601706;Belo Jardim;32.43;22.07;12.11
PE;2601805;Betânia;65.9;50.16;31.35
PE;2601904;Bezerros;31.18;19.15;14.75
PE;2602001;Bodocó;67.36;46.4;28.08
PE;2602100;Bom Conselho;52.56;40.94;27.22
PE;2602209;Bom Jardim;42;40.77;21.75
PE;2602308;Bonito;41.06;34.52;23.7
PE;2602407;Brejão;54.09;39.58;19.77
PE;2602506;Brejinho;69.23;49.18;22.81
PE;2602605;Brejo da Madre de Deus;30.57;23.99;12.87
PE;2602704;Buenos Aires;49.9;30.28;13.79
PE;2602803;Buíque;60.58;52.57;38.73
PE;2602902;Cabo de Santo Agostinho;25.48;17.49;5.98
PE;2603009;Cabrobó;38.11;29.52;22.12
PE;2603108;Cachoeirinha;27.83;22.21;15.44
PE;2603207;Caetés;46.56;51.59;42.77
PE;2603306;Calçado;56.37;42.6;30.24
PE;2603405;Calumbi;58.82;42.54;25.95
PE;2603454;Camaragibe;21.93;12.52;5.1
PE;2603504;Camocim de São Félix;22.46;22.52;16
PE;2603603;Camutanga;53.43;34.46;15
PE;2603702;Canhotinho;47.84;39.04;23.79
PE;2603801;Capoeiras;48.03;36.78;26.23
PE;2603900;Carnaíba;58.36;45.47;30.19
PE;2603926;Carnaubeira da Penha;65.9;63.43;40.47
PE;2604007;Carpina;28.25;16.04;8.86
PE;2604106;Caruaru;14.57;9.96;5.66
PE;2604155;Casinhas;50.47;39.42;23.28
PE;2604205;Catende;44.23;28.85;17.49
PE;2604304;Cedro;59.69;39.3;22.82
PE;2604403;Chã de Alegria;48.56;42.67;18.95
PE;2604502;Chã Grande;41.43;18.93;12.43
PE;2604601;Condado;38.71;32.85;15.29
PE;2604700;Correntes;56.28;41.64;20.16
PE;2604809;Cortês;50.91;34.01;17.97
PE;2604908;Cumaru;48.76;52.72;22.42
PE;2605004;Cupira;35.46;28.5;12.1
PE;2605103;Custódia;48.58;33.17;17.83
PE;2605152;Dormentes;63.22;46.94;16.8
PE;2605202;Escada;43.02;23.66;9.35
PE;2605301;Exu;60.78;49.63;29.07
PE;2605400;Feira Nova;43.6;26.51;15.18
PE;2605459;Fernando de Noronha;0;0;0
PE;2605509;Ferreiros;47.7;30.01;13
PE;2605608;Flores;64.9;44.23;28.03
PE;2605707;Floresta;36.96;32.95;16.24
PE;2605806;Frei Miguelinho;46.63;37.11;17.1
PE;2605905;Gameleira;47.19;35.27;14.12
PE;2606002;Garanhuns;26.09;21.19;12.07
PE;2606101;Glória do Goitá;45.12;33.45;16.55
PE;2606200;Goiana;33.65;22.17;12.71
PE;2606309;Granito;61.77;54.01;28.79
PE;2606408;Gravatá;23.43;16.27;9.67
PE;2606507;Iati;60;54.94;34.12
PE;2606606;Ibimirim;45.74;49.71;25.84
PE;2606705;Ibirajuba;60.53;47.23;20.91
PE;2606804;Igarassu;30.73;19.18;8.44
PE;2606903;Iguaraci;59.09;39.58;19.08
PE;2607000;Inajá;52.34;52.72;41.19
PE;2607109;Ingazeira;66.35;24.95;20.9
PE;2607208;Ipojuca;41.01;23.1;8.71
PE;2607307;Ipubi;55.79;46.98;26.09
PE;2607406;Itacuruba;23.16;21.13;16.09
PE;2607505;Itaíba;61.72;47.01;27.48
PE;2607604;Itamaracá;21.71;17.55;15.06
PE;2607653;Itambé;55.94;34.88;16.39
PE;2607703;Itapetim;61.47;38.72;23.82
PE;2607752;Itapissuma;41.51;23.45;15.35
PE;2607802;Itaquitinga;48.54;35.81;16.22
PE;2607901;Jaboatão dos Guararapes;17.51;11.22;6.35
PE;2607950;Jaqueira;39.95;38.2;24.15
PE;2608008;Jataúba;31.79;42.38;20.78
PE;2608057;Jatobá;32.53;32.78;21.07
PE;2608107;João Alfredo;36.05;31.23;19.74
PE;2608206;Joaquim Nabuco;44.86;32.99;15.13
PE;2608255;Jucati;54.23;48.8;24.71
PE;2608305;Jupi;46.23;40.22;23.09
PE;2608404;Jurema;60.05;39.93;30.28
PE;2608453;Lagoa do Carro;45.25;18.45;15.32
PE;2608503;Lagoa do Itaenga;43.04;31.33;13.83
PE;2608602;Lagoa do Ouro;65.01;53.35;26.09
PE;2608701;Lagoa dos Gatos;53.57;46.35;21.98
PE;2608750;Lagoa Grande;37.67;27.55;16.39
PE;2608800;Lajedo;35.19;25.86;13.16
PE;2608909;Limoeiro;30.84;20.65;9.27
PE;2609006;Macaparana;49.92;38.99;17.16
PE;2609105;Machados;46.43;35.96;19.98
PE;2609154;Manari;54.55;60.5;41.05
PE;2609204;Maraial;55.31;45.21;22.18
PE;2609303;Mirandiba;57.1;46.95;34.58
PE;2609402;Moreno;30.32;21.14;12.07
PE;2609501;Nazaré da Mata;39.83;20.37;11.04
PE;2609600;Olinda;14.22;9.1;4.99
PE;2609709;Orobó;44.2;42.7;25.35
PE;2609808;Orocó;31.82;31.45;23.16
PE;2609907;Ouricuri;61.05;45.64;25.72
PE;2610004;Palmares;30.35;23.94;13.14
PE;2610103;Palmeirina;59.07;42.62;22.85
PE;2610202;Panelas;52.07;46.42;29.62
PE;2610301;Paranatama;44.89;39.19;34.36
PE;2610400;Parnamirim;56.51;39.53;30.95
PE;2610509;Passira;40.05;36.31;19.53
PE;2610608;Paudalho;34.28;25.74;11.74
PE;2610707;Paulista;11.45;6.98;5.25
PE;2610806;Pedra;49.31;40.68;23.23
PE;2610905;Pesqueira;33.18;29.85;20.08
PE;2611002;Petrolândia;28.26;26.26;16.39
PE;2611101;Petrolina;25.3;15.84;6.99
PE;2611200;Poção;30.94;42.22;29.56
PE;2611309;Pombos;48.72;24.59;12.99
PE;2611408;Primavera;48.76;30.67;10.91
PE;2611507;Quipapá;43.18;48.24;21.35
PE;2611533;Quixaba;60.03;59.13;27.64
PE;2611606;Recife;14.51;8.53;4.77
PE;2611705;Riacho das Almas;37.5;33.48;17.62
PE;2611804;Ribeirão;37.94;25.92;9.98
PE;2611903;Rio Formoso;50.13;35.72;12.51
PE;2612000;Sairé;32.81;27.96;10.97
PE;2612109;Salgadinho;58.25;32.55;27.47
PE;2612208;Salgueiro;35.73;26.01;13.7
PE;2612307;Saloá;51.01;42.85;29.48
PE;2612406;Sanharó;34.73;28.13;18.03
PE;2612455;Santa Cruz;71.78;55.6;34.75
PE;2612471;Santa Cruz da Baixa Verde;50.7;39.31;22.31
PE;2612505;Santa Cruz do Capibaribe;9.28;5.7;3.13
PE;2612554;Santa Filomena;83.45;59.95;38.32
PE;2612604;Santa Maria da Boa Vista;26.82;29.02;22.14
PE;2612703;Santa Maria do Cambucá;54.34;47.05;16.22
PE;2612802;Santa Terezinha;52.35;41.11;28.32
PE;2612901;São Benedito do Sul;52.94;47.5;30.47
PE;2613008;São Bento do Una;38.65;33.67;20.97
PE;2613107;São Caitano;35.94;30.14;18.6
PE;2613206;São João;47.43;45.06;25.34
PE;2613305;São Joaquim do Monte;45.78;35.76;25.25
PE;2613404;São José da Coroa Grande;50.64;37.97;21.15
PE;2613503;São José do Belmonte;60.04;42.55;23.99
PE;2613602;São José do Egito;48.48;31.23;16.55
PE;2613701;São Lourenço da Mata;30.03;19.3;11.04
PE;2613800;São Vicente Ferrer;51.5;42.86;20.16
PE;2613909;Serra Talhada;39.74;25.47;14.68
PE;2614006;Serrita;66.28;39.49;27.94
PE;2614105;Sertânia;43.71;32.58;21.81
PE;2614204;Sirinhaém;61.76;28.79;8.7
PE;2614303;Moreilândia;73.39;52.43;29.35
PE;2614402;Solidão;77.86;59.24;30.11
PE;2614501;Surubim;31.9;22.26;12.33
PE;2614600;Tabira;50.45;38.85;18.5
PE;2614709;Tacaimbó;45.53;33.48;26.26
PE;2614808;Tacaratu;49.62;47.69;28.74
PE;2614857;Tamandaré;56.33;39.89;16
PE;2615003;Taquaritinga do Norte;25.45;14.62;4.23
PE;2615102;Terezinha;56.36;56.74;26.1
PE;2615201;Terra Nova;35.94;28.46;25.53
PE;2615300;Timbaúba;38.14;26.41;14.55
PE;2615409;Toritama;2.6;3.74;2.71
PE;2615508;Tracunhaém;46.92;23.91;9.22
PE;2615607;Trindade;43.15;33.04;14.5
PE;2615706;Triunfo;50.36;31.76;15.96
PE;2615805;Tupanatinga;64.14;51.91;45.08
PE;2615904;Tuparetama;51.71;28.28;7.08
PE;2616001;Venturosa;45.24;30.91;18.59
PE;2616100;Verdejante;59.27;44.65;26.06
PE;2616183;Vertente do Lério;55.17;51.22;21.34
PE;2616209;Vertentes;42.63;28.04;10.58
PE;2616308;Vicência;54.12;37.16;17.12
PE;2616407;Vitória de Santo Antão;30.17;18.51;10.51
PE;2616506;Xexéu;53.74;40.87;16.88
PE;2699919;Muribeca;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;
PE;2699939;Cimbres;;;
PI;2200053;Acauã;68.04;66.67;32.12
PI;2200103;Agricolândia;64.26;36.8;24
PI;2200202;Água Branca;33.89;29.75;14.39
PI;2200251;Alagoinha do Piauí;60.89;26.94;28.91
PI;2200277;Alegrete do Piauí;56.16;28.3;22.97
PI;2200301;Alto Longá;66.51;49.49;27.19
PI;2200400;Altos;48.23;34.08;18.61
PI;2200459;Alvorada do Gurguéia;68.06;47.77;39.72
PI;2200509;Amarante;46.48;43.2;23.92
PI;2200608;Angical do Piauí;59.74;36.01;21.6
PI;2200707;Anísio de Abreu;61.59;38.04;32.14
PI;2200806;Antônio Almeida;72.59;25.2;20.76
PI;2200905;Aroazes;56.78;40.17;22.62
PI;2200954;Aroeiras de Itaim;78.16;54.07;30.94
PI;2201002;Arraial;57.19;49.95;35.53
PI;2201051;Assunção do Piauí;74.83;31.04;48.32
PI;2201101;Avelino Lopes;63.88;51.9;32.35
PI;2201150;Baixa Grande do Ribeiro;55.79;54.26;30.2
PI;2201176;Barra D'Alcântara;78.44;43.43;32.35
PI;2201200;Barras;64.5;44.86;20.74
PI;2201309;Barreiras do Piauí;49.02;29.5;21.75
PI;2201408;Barro Duro;45.82;31.77;10.02
PI;2201507;Batalha;67.7;46.84;29.85
PI;2201556;Bela Vista do Piauí;82.74;51.27;36.9
PI;2201572;Belém do Piauí;70.26;45.95;25.72
PI;2201606;Beneditinos;65.74;41.74;28.99
PI;2201705;Bertolínia;63.9;45.1;20.27
PI;2201739;Betânia do Piauí;61.63;65.55;42.15
PI;2201770;Boa Hora;51.52;36.74;24.45
PI;2201804;Bocaina;53.91;23.16;23.57
PI;2201903;Bom Jesus;54.69;27.36;15.83
PI;2201919;Bom Princípio do Piauí;62.27;38.04;33.09
PI;2201929;Bonfim do Piauí;62.84;40.42;22.6
PI;2201945;Boqueirão do Piauí;57.29;55.76;25.65
PI;2201960;Brasileira;66.91;46.79;20.72
PI;2201988;Brejo do Piauí;82.33;40.11;26.39
PI;2202000;Buriti dos Lopes;48.57;47.87;26.43
PI;2202026;Buriti dos Montes;69.99;47.72;37.07
PI;2202059;Cabeceiras do Piauí;74.95;59.93;28.73
PI;2202075;Cajazeiras do Piauí;72.82;55.71;25.86
PI;2202083;Cajueiro da Praia;65.26;49.74;30.61
PI;2202091;Caldeirão Grande do Piauí;56.91;51.01;23.6
PI;2202109;Campinas do Piauí;55.7;59.32;36.69
PI;2202117;Campo Alegre do Fidalgo;67.02;58.08;44.8
PI;2202133;Campo Grande do Piauí;45.35;43.55;24.44
PI;2202174;Campo Largo do Piauí;83.47;62.2;41.44
PI;2202208;Campo Maior;35.9;23.59;9.49
PI;2202251;Canavieira;57.17;52.63;32.09
PI;2202307;Canto do Buriti;57.59;33.45;20.56
PI;2202406;Capitão de Campos;62.66;53.51;27.12
PI;2202455;Capitão Gervásio Oliveira;66.18;53.63;40.19
PI;2202505;Caracol;66.74;55.41;37.2
PI;2202539;Caraúbas do Piauí;74.73;59.05;45.59
PI;2202554;Caridade do Piauí;73.79;51.34;32.55
PI;2202604;Castelo do Piauí;48.07;37.2;18.36
PI;2202653;Caxingó;71.99;49.1;35.63
PI;2202703;Cocal;64.9;48.66;36.81
PI;2202711;Cocal de Telha;53.33;38.15;26.2
PI;2202729;Cocal dos Alves;78.38;51.79;46.74
PI;2202737;Coivaras;61.94;45.3;20.9
PI;2202752;Colônia do Gurguéia;58.95;36.65;17.1
PI;2202778;Colônia do Piauí;59.04;40.5;21.6
PI;2202802;Conceição do Canindé;70.74;50.02;22.54
PI;2202851;Coronel José Dias;52.73;49.52;39.46
PI;2202901;Corrente;52.49;31.64;20.97
PI;2203008;Cristalândia do Piauí;69.56;47.43;40.47
PI;2203107;Cristino Castro;56.17;35.74;25.13
PI;2203206;Curimatá;63.47;42.98;21.27
PI;2203230;Currais;84.13;51.16;34.88
PI;2203255;Curralinhos;82.25;61.97;32.68
PI;2203271;Curral Novo do Piauí;74.25;54.76;37.49
PI;2203305;Demerval Lobão;42.83;34.84;12.84
PI;2203354;Dirceu Arcoverde;58.09;35.75;26.24
PI;2203404;Dom Expedito Lopes;44.94;36.81;17.1
PI;2203420;Domingos Mourão;73.8;59.43;30.7
PI;2203453;Dom Inocêncio;63.32;46.19;39.23
PI;2203503;Elesbão Veloso;58.37;36.4;19.6
PI;2203602;Eliseu Martins;61.75;38.81;18.23
PI;2203701;Esperantina;56.74;37.37;18.75
PI;2203750;Fartura do Piauí;63.16;42.58;36.24
PI;2203800;Flores do Piauí;69.86;47.47;35.07
PI;2203859;Floresta do Piauí;72.77;48.04;35.1
PI;2203909;Floriano;29.45;17.9;6.56
PI;2204006;Francinópolis;61.66;58.1;36.88
PI;2204105;Francisco Ayres;80.03;44.62;26.45
PI;2204154;Francisco Macedo;71.84;50.84;26.1
PI;2204204;Francisco Santos;37.25;25.06;17.5
PI;2204303;Fronteiras;52.72;29.35;18.62
PI;2204352;Geminiano;59.08;45.23;23.21
PI;2204402;Gilbués;53.24;48.65;37.16
PI;2204501;Guadalupe;37.6;29.07;7.18
PI;2204550;Guaribas;78.25;60.42;43.4
PI;2204600;Hugo Napoleão;65.4;53.16;30.11
PI;2204659;Ilha Grande;46.65;36.95;22.87
PI;2204709;Inhuma;53.48;29.27;23.7
PI;2204808;Ipiranga do Piauí;53.03;33.19;16.63
PI;2204907;Isaías Coelho;77.13;56.77;39.39
PI;2205003;Itainópolis;65.5;42.8;28.52
PI;2205102;Itaueira;67.12;35.05;21.34
PI;2205151;Jacobina do Piauí;53.51;49.3;35.64
PI;2205201;Jaicós;60.08;42.34;25.68
PI;2205250;Jardim do Mulato;73.24;53.12;27.14
PI;2205276;Jatobá do Piauí;58.83;29.98;26.21
PI;2205300;Jerumenha;45.63;37.67;21.99
PI;2205359;João Costa;61.58;41.15;30.11
PI;2205409;Joaquim Pires;73.55;47.12;45.4
PI;2205458;Joca Marques;71.16;45.07;36.52
PI;2205508;José de Freitas;57.23;36.23;20.25
PI;2205516;Juazeiro do Piauí;80.16;52.14;28.83
PI;2205524;Júlio Borges;84.96;55.68;36.78
PI;2205532;Jurema;68.97;50.94;37.01
PI;2205540;Lagoinha do Piauí;60.79;49.48;20.9
PI;2205557;Lagoa Alegre;79.08;46.99;27.25
PI;2205565;Lagoa do Barro do Piauí;55.51;52.78;48.02
PI;2205573;Lagoa de São Francisco;81.57;55.68;36.33
PI;2205581;Lagoa do Piauí;63.22;47.3;22.08
PI;2205599;Lagoa do Sítio;60.14;51.73;40.47
PI;2205607;Landri Sales;42.2;39.22;29.6
PI;2205706;Luís Correia;59.61;43.26;30.32
PI;2205805;Luzilândia;64.55;44.22;23.84
PI;2205854;Madeiro;75.28;48.33;40.57
PI;2205904;Manoel Emídio;76.86;45.37;32.63
PI;2205953;Marcolândia;39.11;38.03;12.45
PI;2206001;Marcos Parente;56.65;30.19;17.55
PI;2206050;Massapê do Piauí;71.32;45.92;32.24
PI;2206100;Matias Olímpio;72.37;52.79;28.79
PI;2206209;Miguel Alves;55.17;44;35.92
PI;2206308;Miguel Leão;64.7;22.9;18.81
PI;2206357;Milton Brandão;77.31;64.37;43.95
PI;2206407;Monsenhor Gil;63.39;39.37;20.05
PI;2206506;Monsenhor Hipólito;51.69;28.24;22.01
PI;2206605;Monte Alegre do Piauí;56.53;54.88;30.39
PI;2206654;Morro Cabeça no Tempo;75.04;60.89;45.63
PI;2206670;Morro do Chapéu do Piauí;75.33;57.04;30.3
PI;2206696;Murici dos Portelas;75.64;61.91;41.32
PI;2206704;Nazaré do Piauí;68.75;48.84;34.62
PI;2206720;Nazária;;;
PI;2206753;Nossa Senhora de Nazaré;54.75;44.77;19.74
PI;2206803;Nossa Senhora dos Remédios;75.46;55.71;28.3
PI;2206902;Novo Oriente do Piauí;56.45;30.67;28.15
PI;2206951;Novo Santo Antônio;71.67;68.68;34.64
PI;2207009;Oeiras;44.9;34.94;18.68
PI;2207108;Olho D'Água do Piauí;64.75;55.29;33.14
PI;2207207;Padre Marcos;67.72;46.39;30.35
PI;2207306;Paes Landim;63.91;46.8;26.8
PI;2207355;Pajeú do Piauí;81.1;27.95;35.27
PI;2207405;Palmeira do Piauí;66.39;22.31;29.6
PI;2207504;Palmeirais;73.84;49.45;38.83
PI;2207553;Paquetá;68.17;50.51;29.53
PI;2207603;Parnaguá;61.39;46.38;32.77
PI;2207702;Parnaíba;31.52;21.68;7.96
PI;2207751;Passagem Franca do Piauí;67.33;46.62;23.26
PI;2207777;Patos do Piauí;58.23;44.91;29.44
PI;2207793;Pau D'Arco do Piauí;64.79;58.14;49
PI;2207801;Paulistana;50.56;43.17;25.58
PI;2207850;Pavussu;52.09;51.85;34.29
PI;2207900;Pedro II;62.82;46.6;26.27
PI;2207934;Pedro Laurentino;80.17;48.93;42.27
PI;2207959;Nova Santa Rita;70.18;53.06;42.6
PI;2208007;Picos;24.87;15.22;6.92
PI;2208106;Pimenteiras;54.05;48.34;30.09
PI;2208205;Pio IX;61.83;44.02;31.12
PI;2208304;Piracuruca;48.67;42.71;20.46
PI;2208403;Piripiri;48.27;31.64;14.22
PI;2208502;Porto;66.85;52.52;28.71
PI;2208551;Porto Alegre do Piauí;59.61;50.34;24.69
PI;2208601;Prata do Piauí;63.65;47.57;30.22
PI;2208650;Queimada Nova;57.88;55.87;38.55
PI;2208700;Redenção do Gurguéia;65.13;45.6;28.59
PI;2208809;Regeneração;54.32;37.24;21.25
PI;2208858;Riacho Frio;72.28;39.4;45.67
PI;2208874;Ribeira do Piauí;70.24;53.58;41.37
PI;2208908;Ribeiro Gonçalves;50.66;26.92;27.22
PI;2209005;Rio Grande do Piauí;50.93;36.03;31.13
PI;2209104;Santa Cruz do Piauí;67.66;29.58;20.32
PI;2209153;Santa Cruz dos Milagres;76.52;43.97;21.2
PI;2209203;Santa Filomena;63.98;39.65;32.86
PI;2209302;Santa Luz;60.32;43.35;24.62
PI;2209351;Santana do Piauí;49.13;37.46;23.7
