Sigla	Código	Município	1991	2000	2010
PE	2609600	Olinda	35.66	27.54	15.18
PE	2609709	Orobó	75.96	64.85	42.83
PE	2609808	Orocó	65	57.4	49.17
PE	2609907	Ouricuri	81.61	67.43	43.46
PE	2610004	Palmares	63.09	47.64	32.14
PE	2610103	Palmeirina	83.31	64.74	47.29
PE	2610202	Panelas	83.01	67.36	49.52
PE	2610301	Paranatama	74.36	65.78	49.1
PE	2610400	Parnamirim	80.26	64.76	49.35
PE	2610509	Passira	76.07	60.91	40.63
PE	2610608	Paudalho	70.01	57.94	30.92
PE	2610707	Paulista	31.5	23.34	14.83
PE	2610806	Pedra	72.56	66.5	46.49
PE	2610905	Pesqueira	64.74	52.58	39.31
PE	2611002	Petrolândia	62.82	52.01	34.12
PE	2611101	Petrolina	52.76	39.04	19.61
PE	2611200	Poção	71.41	60.82	48.44
PE	2611309	Pombos	77.5	53.18	35.01
PE	2611408	Primavera	79.85	64.66	32.41
PE	2611507	Quipapá	76.89	71.46	46.59
PE	2611533	Quixaba	82.69	74.12	44.68
PE	2611606	Recife	35.7	25.67	13.2
PE	2611705	Riacho das Almas	71.59	58.66	34.47
PE	2611804	Ribeirão	68.77	55.01	31.16
PE	2611903	Rio Formoso	79.67	63.94	34.33
PE	2612000	Sairé	75.28	57.63	28.7
PE	2612109	Salgadinho	86.18	60.41	49.62
PE	2612208	Salgueiro	63.78	51.56	30.1
PE	2612307	Saloá	79.71	63.98	44.12
PE	2612406	Sanharó	67.69	55.37	41.54
PE	2612455	Santa Cruz	93.92	76.65	53.84
PE	2612471	Santa Cruz da Baixa Verde	85.27	63.82	41.67
PE	2612505	Santa Cruz do Capibaribe	35.02	21.46	10.26
PE	2612554	Santa Filomena	96.99	78.61	55.58
PE	2612604	Santa Maria da Boa Vista	57.64	56.31	43.26
PE	2612703	Santa Maria do Cambucá	81.4	65.7	33.69
PE	2612802	Santa Terezinha	80.09	64.94	46.61
PE	2612901	São Benedito do Sul	84.69	77.1	56.46
PE	2613008	São Bento do Una	69.67	63.12	41.95
PE	2613107	São Caitano	71.16	57.17	35.59
PE	2613206	São João	79.27	69.84	45.26
PE	2613305	São Joaquim do Monte	74.82	62.94	45.67
PE	2613404	São José da Coroa Grande	79.16	63.86	43.59
PE	2613503	São José do Belmonte	80.96	68.22	41.65
PE	2613602	São José do Egito	73.05	53.77	34.97
PE	2613701	São Lourenço da Mata	59.15	46.89	26.07
PE	2613800	São Vicente Ferrer	81.85	66.92	48.74
PE	2613909	Serra Talhada	69.32	50.34	30.39
PE	2614006	Serrita	88.05	67.46	49.47
PE	2614105	Sertânia	73.19	58.44	39.73
PE	2614204	Sirinhaém	85.17	67.58	34.24
PE	2614303	Moreilândia	90.04	74	53.67
PE	2614402	Solidão	92.71	77.29	48.01
PE	2614501	Surubim	60.56	47.5	27.55
PE	2614600	Tabira	74.95	61.09	37.88
PE	2614709	Tacaimbó	78.7	61.78	44.15
PE	2614808	Tacaratu	78.47	69.18	45.82
PE	2614857	Tamandaré	79.23	65.69	37.67
PE	2615003	Taquaritinga do Norte	51.77	38.03	16.74
PE	2615102	Terezinha	83.8	77.84	50.18
PE	2615201	Terra Nova	65.26	52.93	43.32
PE	2615300	Timbaúba	67.75	55.84	31.94
PE	2615409	Toritama	23.88	17.38	9.84
PE	2615508	Tracunhaém	80.08	58.36	34.14
PE	2615607	Trindade	74.49	58.2	37.28
PE	2615706	Triunfo	72.86	52.41	32.22
PE	2615805	Tupanatinga	87.1	76.49	62.13
PE	2615904	Tuparetama	74.16	56.79	25.44
PE	2616001	Venturosa	74.3	57.02	43.28
PE	2616100	Verdejante	81.68	67.32	44.76
PE	2616183	Vertente do Lério	78.19	72.73	42.05
PE	2616209	Vertentes	71.65	52.46	27.5
PE	2616308	Vicência	81.76	67.18	38.9
PE	2616407	Vitória de Santo Antão	60.95	45.57	25.19
PE	2616506	Xexéu	85.91	70.02	42.44
PE	2699919	Muribeca			
PE	2699929	Nossa Senhora do Ó de Goyanna			
PE	2699939	Cimbres			
PI	2200053	Acauã	91.01	84.4	49.62
PI	2200103	Agricolândia	82.66	69.75	41.1
PI	2200202	Água Branca	68.38	55.59	30.26
PI	2200251	Alagoinha do Piauí	80.76	54.09	48.56
PI	2200277	Alegrete do Piauí	79.38	52.39	39.16
PI	2200301	Alto Longá	85.18	73.64	43.49
PI	2200400	Altos	78.85	63.36	36.67
PI	2200459	Alvorada do Gurguéia	88.48	75.68	56.77
PI	2200509	Amarante	74.28	66.92	38.76
PI	2200608	Angical do Piauí	85.47	64.78	35.52
PI	2200707	Anísio de Abreu	86.8	60.01	48.41
PI	2200806	Antônio Almeida	92.52	64.89	33.76
PI	2200905	Aroazes	81.01	65.94	43.99
PI	2200954	Aroeiras de Itaim	92.58	85.57	45.57
PI	2201002	Arraial	86.76	69.26	52.58
PI	2201051	Assunção do Piauí	89.39	60.37	63.17
PI	2201101	Avelino Lopes	87.46	75.87	50.65
PI	2201150	Baixa Grande do Ribeiro	83.92	76.59	47.37
PI	2201176	Barra D'Alcântara	93.36	65.85	47.56
PI	2201200	Barras	86.84	73.82	38.78
PI	2201309	Barreiras do Piauí	81.27	60.42	42.95
PI	2201408	Barro Duro	73.8	57.17	29.64
PI	2201507	Batalha	86.11	74.42	46.11
PI	2201556	Bela Vista do Piauí	96.02	74.69	53.46
PI	2201572	Belém do Piauí	92.52	73.46	43.41
PI	2201606	Beneditinos	86.35	67.3	46.15
PI	2201705	Bertolínia	85.34	64.07	32.82
PI	2201739	Betânia do Piauí	91.17	81.52	62.59
PI	2201770	Boa Hora	74.86	72.98	48.93
PI	2201804	Bocaina	82.79	46.48	34.28
PI	2201903	Bom Jesus	77.64	59.54	31.29
PI	2201919	Bom Princípio do Piauí	86.78	68.99	56.16
PI	2201929	Bonfim do Piauí	87.91	63.87	40.59
PI	2201945	Boqueirão do Piauí	82.86	79.15	40.01
PI	2201960	Brasileira	87.43	66.02	33.7
PI	2201988	Brejo do Piauí	95.86	73.39	49.09
PI	2202000	Buriti dos Lopes	84.68	71.58	48.71
PI	2202026	Buriti dos Montes	91.5	72.7	54.09
PI	2202059	Cabeceiras do Piauí	92.03	80.28	46.24
PI	2202075	Cajazeiras do Piauí	92.49	75.61	45.69
PI	2202083	Cajueiro da Praia	89.75	77.61	53.52
PI	2202091	Caldeirão Grande do Piauí	86.93	74.91	45.56
PI	2202109	Campinas do Piauí	87.59	78.94	52.21
PI	2202117	Campo Alegre do Fidalgo	92.04	76.76	60.3
PI	2202133	Campo Grande do Piauí	84.03	66.64	42.89
PI	2202174	Campo Largo do Piauí	95.34	85.51	61.88
PI	2202208	Campo Maior	66.78	50.88	26.73
PI	2202251	Canavieira	85.57	72.37	46.03
PI	2202307	Canto do Buriti	78.36	59.24	39.77
PI	2202406	Capitão de Campos	83.45	74.32	41.95
PI	2202455	Capitão Gervásio Oliveira	92.68	73.72	54.85
PI	2202505	Caracol	84.47	75.06	53.68
PI	2202539	Caraúbas do Piauí	90.89	81.36	62.44
PI	2202554	Caridade do Piauí	93.6	72.25	49.1
PI	2202604	Castelo do Piauí	74.66	65.3	37.2
PI	2202653	Caxingó	91.87	78.95	56.8
PI	2202703	Cocal	86.24	73.31	55.61
PI	2202711	Cocal de Telha	77.21	65.81	40.86
PI	2202729	Cocal dos Alves	92.66	75.23	57.95
PI	2202737	Coivaras	86.66	80.57	41.27
PI	2202752	Colônia do Gurguéia	77.34	63.16	33.09
PI	2202778	Colônia do Piauí	91.34	73.47	38.35
PI	2202802	Conceição do Canindé	87.73	72.18	40.31
PI	2202851	Coronel José Dias	84.61	74.39	51.52
PI	2202901	Corrente	76.4	56.18	40.16
PI	2203008	Cristalândia do Piauí	90.25	69.99	58.48
PI	2203107	Cristino Castro	80.82	62.71	40.6
PI	2203206	Curimatá	77.44	65.44	40.77
PI	2203230	Currais	96.69	77.45	54.66
PI	2203255	Curralinhos	95.11	80.63	54.34
PI	2203271	Curral Novo do Piauí	91.98	79.52	58.42
PI	2203305	Demerval Lobão	74.19	62.41	30.16
PI	2203354	Dirceu Arcoverde	78.42	61.64	40.47
PI	2203404	Dom Expedito Lopes	72.3	61.85	34.92
PI	2203420	Domingos Mourão	92.11	80.86	49.67
PI	2203453	Dom Inocêncio	91.25	72.47	54.71
PI	2203503	Elesbão Veloso	79.93	60.73	33.64
PI	2203602	Eliseu Martins	79.74	64.16	38.25
PI	2203701	Esperantina	79.63	67.17	37.61
PI	2203750	Fartura do Piauí	85.97	67.3	52.85
PI	2203800	Flores do Piauí	84.06	70.86	54.18
PI	2203859	Floresta do Piauí	91.57	77.21	48.47
PI	2203909	Floriano	57.34	41.9	18.98
PI	2204006	Francinópolis	87.58	72.97	50.52
PI	2204105	Francisco Ayres	91.96	65.71	39.79
PI	2204154	Francisco Macedo	95.01	75.26	37.41
PI	2204204	Francisco Santos	70.23	53.87	34.37
PI	2204303	Fronteiras	77.97	54.3	31.94
PI	2204352	Geminiano	87.95	72.28	42.66
PI	2204402	Gilbués	82.27	70.95	53.13
PI	2204501	Guadalupe	63.1	52.69	20.89
PI	2204550	Guaribas	91.28	89.99	59.67
PI	2204600	Hugo Napoleão	85.95	79.36	46.42
PI	2204659	Ilha Grande	79.81	71.72	48.51
PI	2204709	Inhuma	78.18	52.24	40.29
PI	2204808	Ipiranga do Piauí	73.51	63.26	36.46
PI	2204907	Isaías Coelho	92.64	76.07	54.14
PI	2205003	Itainópolis	84.41	65.88	41.58
PI	2205102	Itaueira	86.71	60.05	36.31
PI	2205151	Jacobina do Piauí	87.13	75.59	48.89
PI	2205201	Jaicós	80.6	66.5	41.96
PI	2205250	Jardim do Mulato	95.17	67.61	44.64
PI	2205276	Jatobá do Piauí	90.77	66.08	42.41
PI	2205300	Jerumenha	76.39	66.07	34.55
PI	2205359	João Costa	90.94	69.77	50.7
PI	2205409	Joaquim Pires	88.99	72.92	62.62
PI	2205458	Joca Marques	95.38	77.71	58.72
PI	2205508	José de Freitas	84.06	64.43	37.18
PI	2205516	Juazeiro do Piauí	94.6	74.12	47.16
PI	2205524	Júlio Borges	95.99	83.64	54.96
PI	2205532	Jurema	90.55	71.97	52.7
PI	2205540	Lagoinha do Piauí	80.54	63.71	44.29
PI	2205557	Lagoa Alegre	94.79	70.7	50.1
PI	2205565	Lagoa do Barro do Piauí	78.48	77.73	62.64
PI	2205573	Lagoa de São Francisco	95.79	77.31	55.25
PI	2205581	Lagoa do Piauí	87	76.36	36.76
PI	2205599	Lagoa do Sítio	85.43	74.98	55.53
PI	2205607	Landri Sales	72.43	58.15	41.99
PI	2205706	Luís Correia	84.38	69.49	50.3
PI	2205805	Luzilândia	87.35	67.83	42.96
PI	2205854	Madeiro	94.03	80.3	59.37
PI	2205904	Manoel Emídio	89.43	67.63	50.16
PI	2205953	Marcolândia	74.68	63.57	34.66
PI	2206001	Marcos Parente	82.87	59.1	35.32
PI	2206050	Massapê do Piauí	92.65	70.96	50.24
PI	2206100	Matias Olímpio	88.78	75.15	49.64
PI	2206209	Miguel Alves	85.77	75.88	55.02
PI	2206308	Miguel Leão	91.09	62.02	42.37
PI	2206357	Milton Brandão	95.8	85.77	62.15
PI	2206407	Monsenhor Gil	84.57	66.75	36.39
PI	2206506	Monsenhor Hipólito	77.14	51.18	38.61
PI	2206605	Monte Alegre do Piauí	81.93	73.84	53.45
PI	2206654	Morro Cabeça no Tempo	91.8	85.94	60.65
PI	2206670	Morro do Chapéu do Piauí	94.85	83.83	46.31
PI	2206696	Murici dos Portelas	91.36	83.03	59.32
PI	2206704	Nazaré do Piauí	87.47	74.81	50.25
PI	2206720	Nazária			
PI	2206753	Nossa Senhora de Nazaré	90.63	71.63	39.82
PI	2206803	Nossa Senhora dos Remédios	91.76	79.45	54.02
PI	2206902	Novo Oriente do Piauí	84.46	59.58	41.41
PI	2206951	Novo Santo Antônio	92.56	84.41	50.65
PI	2207009	Oeiras	76.19	61.29	33.36
PI	2207108	Olho D'Água do Piauí	89.8	80.86	50.85
PI	2207207	Padre Marcos	86.98	70.69	47.44
PI	2207306	Paes Landim	84.24	69.72	43.77
PI	2207355	Pajeú do Piauí	94.43	61.81	49.03
PI	2207405	Palmeira do Piauí	85.45	57.47	45.73
PI	2207504	Palmeirais	90.93	70.62	55.86
PI	2207553	Paquetá	89.07	80.25	51.51
PI	2207603	Parnaguá	82.88	72	53.38
PI	2207702	Parnaíba	63.67	48.18	26.51
PI	2207751	Passagem Franca do Piauí	91.77	72.37	36.21
PI	2207777	Patos do Piauí	81.04	66.45	46.74
PI	2207793	Pau D'Arco do Piauí	92.11	82.16	59.22
PI	2207801	Paulistana	82.73	66.63	41.37
PI	2207850	Pavussu	78	72.35	54.33
PI	2207900	Pedro II	84.67	70.31	46.62
PI	2207934	Pedro Laurentino	94.65	74.73	61.24
PI	2207959	Nova Santa Rita	90.44	76.73	57.52
PI	2208007	Picos	54.58	38.13	17.93
PI	2208106	Pimenteiras	86.15	73.75	48.21
PI	2208205	Pio IX	87.17	66.18	47.36
PI	2208304	Piracuruca	77.82	68.52	40.66
PI	2208403	Piripiri	73.94	58.15	30.18
PI	2208502	Porto	89.12	80.11	50.16
PI	2208551	Porto Alegre do Piauí	88.43	75.65	39.3
PI	2208601	Prata do Piauí	87.09	67.51	52.59
PI	2208650	Queimada Nova	87.63	79.3	56.59
PI	2208700	Redenção do Gurguéia	86.06	72.76	48.55
PI	2208809	Regeneração	79.85	62.93	40.9
PI	2208858	Riacho Frio	93.17	69.23	62.65
PI	2208874	Ribeira do Piauí	91.44	79.94	57.85
PI	2208908	Ribeiro Gonçalves	80.18	53.98	42.23
PI	2209005	Rio Grande do Piauí	76.41	60.23	45.13
PI	2209104	Santa Cruz do Piauí	87.93	60.69	33.99
PI	2209153	Santa Cruz dos Milagres	92.75	72.15	44.34
PI	2209203	Santa Filomena	79.93	67.43	53.49
PI	2209302	Santa Luz	84.24	69.29	48.31
PI	2209351	Santana do Piauí	77.81	66.64	42.54
PI	2209377	Santa Rosa do Piauí	90.21	70.73	48.21
PI	2209401	Santo Antônio de Lisboa	56.53	48.78	31.38
PI	2209450	Santo Antônio dos Milagres	92.37	75.25	44.14
PI	2209500	Santo Inácio do Piauí	81.36	62.67	42.63
PI	2209559	São Braz do Piauí	87.61	69.3	47
PI	2209609	São Félix do Piauí	83.11	62.35	38.48
PI	2209658	São Francisco de Assis do Piauí	93.69	82.59	65.37
PI	2209708	São Francisco do Piauí	91.43	75.51	43.98
PI	2209757	São Gonçalo do Gurguéia	86.71	67.2	51.86
PI	2209807	São Gonçalo do Piauí	63.42	66.95	51.3
PI	2209856	São João da Canabrava	81.16	71.79	46.32
PI	2209872	São João da Fronteira	87.74	75.33	52.6
PI	2209906	São João da Serra	92.11	75.79	48.48
PI	2209955	São João da Varjota	85.49	73.73	49.6
PI	2209971	São João do Arraial	94.43	74.26	56.77
PI	2210003	São João do Piauí	74.33	58.07	32.56
PI	2210052	São José do Divino	90.66	75.98	44.84
PI	2210102	São José do Peixe	86.34	72.84	50.47
PI	2210201	São José do Piauí	82.16	69.04	32.84
PI	2210300	São Julião	72.73	63.98	36.54
PI	2210359	São Lourenço do Piauí	71.86	70.01	35.88
PI	2210375	São Luis do Piauí	93.4	72.12	45.89
PI	2210383	São Miguel da Baixa Grande	85.29	72.4	43.6
PI	2210391	São Miguel do Fidalgo	95.24	81.98	53.02
PI	2210409	São Miguel do Tapuio	89.01	73.25	55.14
PI	2210508	São Pedro do Piauí	83.44	67.42	46.17
PI	2210607	São Raimundo Nonato	70.77	50.16	25.71
PI	2210623	Sebastião Barros	94.15	76.91	60.7
PI	2210631	Sebastião Leal	95.33	72.69	52.02
PI	2210656	Sigefredo Pacheco	85.18	76.95	47.52
PI	2210706	Simões	81.43	71.21	43.47
PI	2210805	Simplício Mendes	78.09	54.69	33.72
PI	2210904	Socorro do Piauí	84.45	73.9	54.73
PI	2210938	Sussuapara	83.18	59.02	33.3
PI	2210953	Tamboril do Piauí	92.76	71.24	56.11
PI	2210979	Tanque do Piauí	74.12	75.32	39.55
PI	2211001	Teresina	48.05	33.91	14.6
PI	2211100	União	86.84	71.6	43.67
PI	2211209	Uruçuí	79.82	61.26	29.7
PI	2211308	Valença do Piauí	65.8	52.48	28.5
PI	2211357	Várzea Branca	89.37	76.02	54.59
PI	2211407	Várzea Grande	80.88	61.61	42.66
PI	2211506	Vera Mendes	97.06	74.49	58.19
PI	2211605	Vila Nova do Piauí	86.32	68.62	47.16
PI	2211704	Wall Ferraz	97.22	72.45	49.94
PR	4100103	Abatiá	48.07	27.85	9.66
PR	4100202	Adrianópolis	56.81	47.83	22.59
PR	4100301	Agudos do Sul	47.77	36.42	17.2
PR	4100400	Almirante Tamandaré	23.83	19	4.89
PR	4100459	Altamira do Paraná	58.68	53.85	25.06
PR	4100509	Altônia	58.84	28.43	5.23
PR	4100608	Alto Paraná	44.04	23.42	7.63
PR	4100707	Alto Piquiri	54.92	33.27	8.77
PR	4100806	Alvorada do Sul	35.79	20.44	11.95
PR	4100905	Amaporã	50.92	29.17	12.97
PR	4101002	Ampére	60.05	23.9	9.11
PR	4101051	Anahy	66.55	42.89	6.21
PR	4101101	Andirá	31.81	16.84	6.27
PR	4101150	Ângulo	52.97	18.75	4.34
PR	4101200	Antonina	47.87	33.39	17.27
PR	4101309	Antônio Olinto	68.33	49.11	23.67
PR	4101408	Apucarana	22.53	12.62	3.09
PR	4101507	Arapongas	14.67	8.19	2.49
PR	4101606	Arapoti	42.59	26.91	14.17
PR	4101655	Arapuã	72.09	47.33	23.92
PR	4101705	Araruna	52.08	23.88	6.74
PR	4101804	Araucária	23.46	13.23	3.13
PR	4101853	Ariranha do Ivaí	74.23	51.01	12.59
PR	4101903	Assaí	36.13	30.18	7.55
PR	4102000	Assis Chateaubriand	40.06	23.34	6.34
PR	4102109	Astorga	30.11	16.4	2.16
PR	4102208	Atalaia	33.96	16.3	3.1
PR	4102307	Balsa Nova	41.96	19.01	7.51
PR	4102406	Bandeirantes	31.36	21	7.73
PR	4102505	Barbosa Ferraz	65.44	40.6	14.7
PR	4102604	Barracão	54	28.33	12.23
PR	4102703	Barra do Jacaré	32.75	23.8	9.46
PR	4102752	Bela Vista da Caroba	79.18	41.47	18.83
PR	4102802	Bela Vista do Paraíso	33.44	18.5	5.24
PR	4102901	Bituruna	49.21	33.4	21.04
PR	4103008	Boa Esperança	37.56	31.3	9.16
PR	4103024	Boa Esperança do Iguaçu	67.71	32.24	12.8
PR	4103040	Boa Ventura de São Roque	74.48	48.93	24.01
PR	4103057	Boa Vista da Aparecida	69.91	41.41	16.41
PR	4103107	Bocaiúva do Sul	45.29	29.18	10.69
PR	4103156	Bom Jesus do Sul	68.57	52.06	18.28
PR	4103206	Bom Sucesso	46.66	24.95	4.52
PR	4103222	Bom Sucesso do Sul	60.12	32.54	12.35
PR	4103305	Borrazópolis	42.53	31.45	6.09
PR	4103354	Braganey	62.67	46.73	11.99
PR	4103370	Brasilândia do Sul	48.07	35.98	7.81
PR	4103404	Cafeara	43.21	27.07	6.39
PR	4103453	Cafelândia	25.21	14.87	2.7
PR	4103479	Cafezal do Sul	63.86	33.66	6.79
PR	4103503	Califórnia	47.88	24.68	6.32
PR	4103602	Cambará	26.38	18.54	7.53
PR	4103701	Cambé	21.87	11.82	3.1
PR	4103800	Cambira	44.71	21.94	5.26
PR	4103909	Campina da Lagoa	53.69	37.47	10.6
PR	4103958	Campina do Simão	71.04	48.35	31.12
PR	4104006	Campina Grande do Sul	29.87	18.29	6.03
PR	4104055	Campo Bonito	60.39	48.36	11.89
PR	4104105	Campo do Tenente	56.08	38.77	13.93
PR	4104204	Campo Largo	23.71	13.85	4.25
PR	4104253	Campo Magro	23.31	17.81	5.16
PR	4104303	Campo Mourão	25.29	18.1	4.58
PR	4104402	Cândido de Abreu	74.96	53.74	27.42
PR	4104428	Candói	53.1	41.7	22.52
PR	4104451	Cantagalo	69.6	45.57	23.91
PR	4104501	Capanema	55.56	17.36	6.6
PR	4104600	Capitão Leônidas Marques	53.12	30.39	7.2
PR	4104659	Carambeí	37.67	16.99	8.9
PR	4104709	Carlópolis	45.16	29.46	9.02
PR	4104808	Cascavel	22	14.17	3.27
PR	4104907	Castro	46.81	32	12.09
PR	4105003	Catanduvas	59.23	40.2	16.54
PR	4105102	Centenário do Sul	42.42	25.68	5.81
PR	4105201	Cerro Azul	69.69	55.03	29.26
PR	4105300	Céu Azul	37.35	20.2	3.26
PR	4105409	Chopinzinho	58.26	28.73	10.03
PR	4105508	Cianorte	29.76	11.33	2.13
PR	4105607	Cidade Gaúcha	42.78	15.99	3.31
PR	4105706	Clevelândia	52.22	29.87	13.41
PR	4105805	Colombo	18.24	13.23	3.75
PR	4105904	Colorado	27.61	12.85	1.63
PR	4106001	Congonhinhas	68.03	39.17	18.82
PR	4106100	Conselheiro Mairinck	58.29	31.33	10.42
PR	4106209	Contenda	45.24	28.42	9.93
PR	4106308	Corbélia	44.3	21.24	4.6
PR	4106407	Cornélio Procópio	23.72	12.64	5.21
PR	4106456	Coronel Domingos Soares	70.22	54.39	35.15
PR	4106506	Coronel Vivida	54.68	28.05	7.16
PR	4106555	Corumbataí do Sul	81.71	51.99	16.88
PR	4106571	Cruzeiro do Iguaçu	62.71	39.29	9.77
PR	4106605	Cruzeiro do Oeste	45.8	24.76	5.41
PR	4106704	Cruzeiro do Sul	44.24	17.38	5.37
PR	4106803	Cruz Machado	59.62	45.95	29.04
PR	4106852	Cruzmaltina	64.2	47.03	9.78
PR	4106902	Curitiba	7.94	6.2	1.73
PR	4107009	Curiúva	64.57	41.05	12.05
PR	4107108	Diamante do Norte	40.42	24.23	5.62
PR	4107124	Diamante do Sul	85.02	53.67	27.14
PR	4107157	Diamante D'Oeste	73.83	35.81	20.44
PR	4107207	Dois Vizinhos	37.7	16.13	4.62
PR	4107256	Douradina	50.47	22.63	3.5
PR	4107306	Doutor Camargo	43.87	16.82	5.92
PR	4107405	Enéas Marques	56.31	20.33	10.06
PR	4107504	Engenheiro Beltrão	41.53	21.47	8.41
PR	4107520	Esperança Nova	74.02	27.91	7.11
PR	4107538	Entre Rios do Oeste	38.2	7.04	3.07
PR	4107546	Espigão Alto do Iguaçu	71.23	48.61	31.81
PR	4107553	Farol	57.78	44.04	13.49
PR	4107603	Faxinal	50.35	30.17	7.94
PR	4107652	Fazenda Rio Grande	26.83	16.8	5.61
PR	4107702	Fênix	55.12	28.17	10.21
PR	4107736	Fernandes Pinheiro	64.84	44.39	23.08
PR	4107751	Figueira	41.95	32.88	9.41
PR	4107801	Floraí	32.81	15.39	2.39
PR	4107850	Flor da Serra do Sul	77.16	35.88	13.89
PR	4107900	Floresta	23.57	9.54	1.61
PR	4108007	Florestópolis	30.27	16.89	2.83
PR	4108106	Flórida	31.38	7.72	2.14
PR	4108205	Formosa do Oeste	44.79	24.99	7.28
PR	4108304	Foz do Iguaçu	18.93	16.26	7.37
PR	4108320	Francisco Alves	54.73	30.61	8.08
PR	4108403	Francisco Beltrão	35.17	17.15	4.38
PR	4108452	Foz do Jordão	43.15	43.59	19.52
PR	4108502	General Carneiro	47.08	32.91	20
PR	4108551	Godoy Moreira	75.28	50.14	15.25
PR	4108601	Goioerê	31.99	25.13	6.14
PR	4108650	Goioxim	89.98	58.47	33.13
PR	4108700	Grandes Rios	62.96	37.82	14.97
PR	4108809	Guaíra	37.79	26.23	11.7
PR	4108908	Guairaçá	50.4	30.21	7.29
PR	4108957	Guamiranga	60.8	47.28	14.09
PR	4109005	Guapirama	45.4	21.83	13.15
PR	4109104	Guaporema	49.39	30.46	3.17
PR	4109203	Guaraci	37.23	22.91	1.44
PR	4109302	Guaraniaçu	65.79	36.23	16.23
PR	4109401	Guarapuava	36.56	23.42	8.92
PR	4109500	Guaraqueçaba	64.38	53.87	36.05
PR	4109609	Guaratuba	37.09	19.58	9.15
PR	4109658	Honório Serpa	69.18	50.03	18.84
PR	4109708	Ibaiti	52.08	30.49	12.74
PR	4109757	Ibema	52.5	38.11	11.07
PR	4109807	Ibiporã	26.32	14.01	5.91
PR	4109906	Icaraíma	53.28	28.27	9.76
PR	4110003	Iguaraçu	34.11	16.1	4.29
PR	4110052	Iguatu	63.62	43.34	12.85
PR	4110078	Imbaú	59.77	41.98	15.5
PR	4110102	Imbituva	54.68	32.43	12.69
PR	4110201	Inácio Martins	73.96	47.21	27.21
PR	4110300	Inajá	39.18	20.71	8.28
PR	4110409	Indianópolis	56.87	23.52	1.86
PR	4110508	Ipiranga	54.56	34.99	15.05
PR	4110607	Iporã	54.42	29.24	8.15
PR	4110656	Iracema do Oeste	71.12	40.71	10.28
PR	4110706	Irati	49.6	28.58	6.79
PR	4110805	Iretama	63.52	42.67	14.82
PR	4110904	Itaguajé	47.53	29.7	8.21
PR	4110953	Itaipulândia	33.2	20.66	5.62
PR	4111001	Itambaracá	40.45	33.18	11.31
PR	4111100	Itambé	35.1	15.13	2.7
PR	4111209	Itapejara d'Oeste	50.35	24.79	7.4
PR	4111258	Itaperuçu	57.1	33.26	9.15
PR	4111308	Itaúna do Sul	47.6	36.33	7.25
PR	4111407	Ivaí	63.04	40.04	21.64
PR	4111506	Ivaiporã	42.5	25.55	9.58
PR	4111555	Ivaté	55.16	24.25	4.94
PR	4111605	Ivatuba	20.99	16.69	4.27
PR	4111704	Jaboti	61.53	27.5	7.39
PR	4111803	Jacarezinho	28.89	19.1	6
PR	4111902	Jaguapitã	36.16	13.91	3.16
PR	4112009	Jaguariaíva	40.04	23.59	11
PR	4112108	Jandaia do Sul	29.3	16.01	2.25
PR	4112207	Janiópolis	44.11	38.45	11.24
PR	4112306	Japira	66.57	34.9	10.34
PR	4112405	Japurá	49.08	10.48	3.1
PR	4112504	Jardim Alegre	56.24	32.64	23.97
PR	4112603	Jardim Olinda	34.01	39.05	10.73
PR	4112702	Jataizinho	38.32	24.75	11.45
PR	4112751	Jesuítas	51.95	30.45	9.58
PR	4112801	Joaquim Távora	42.34	18.62	4.01
PR	4112900	Jundiaí do Sul	48.84	34.77	16.26
PR	4112959	Juranda	38.5	35.84	8.63
PR	4113007	Jussara	32.71	16.42	4.05
PR	4113106	Kaloré	38.51	24.82	8.32
PR	4113205	Lapa	44.63	28.49	10.59
PR	4113254	Laranjal	71.7	62.48	31.17
PR	4113304	Laranjeiras do Sul	48.49	30.38	14.43
PR	4113403	Leópolis	39.57	27.57	7.68
PR	4113429	Lidianópolis	62.63	38.13	10.61
PR	4113452	Lindoeste	68.22	42.84	16.43
PR	4113502	Loanda	37.14	14.56	5.36
PR	4113601	Lobato	31.57	7.58	2.57
PR	4113700	Londrina	14.81	9.58	3.27
PR	4113734	Luiziana	66.7	37.55	11.45
PR	4113759	Lunardelli	60.52	37.52	13.33
PR	4113809	Lupionópolis	46.27	21.94	5.9
PR	4113908	Mallet	52.6	32.97	12.45
PR	4114005	Mamborê	49.56	33.66	12.64
PR	4114104	Mandaguaçu	31.92	17.29	2.34
PR	4114203	Mandaguari	26.35	16.88	3.54
PR	4114302	Mandirituba	39.59	23.73	11.37
PR	4114351	Manfrinópolis	83.52	56.03	20.57
PR	4114401	Mangueirinha	62.87	40.32	16.79
PR	4114500	Manoel Ribas	58.86	41.42	14.73
PR	4114609	Marechal Cândido Rondon	28.74	11.52	2.15
PR	4114708	Maria Helena	59.86	34.93	7.43
PR	4114807	Marialva	28.74	16.31	3.65
PR	4114906	Marilândia do Sul	57.38	36.31	12.5
PR	4115002	Marilena	50.52	25.13	6.47
PR	4115101	Mariluz	48.08	37.85	13.96
PR	4115200	Maringá	9.24	5.39	1.39
PR	4115309	Mariópolis	53.49	25.8	6.34
PR	4115358	Maripá	40.54	10.21	2.11
PR	4115408	Marmeleiro	51.87	29.91	10.53
