Sigla,Código,Município,PIB Municipal - preços de mercado (preços de 2010) (2010),PIB Municipal (valor adicionado a preços básicos) - indústria (preços de 2010) (2010),PIB Municipal (valor adicionado a preços básicos) - serviços (preços de 2010) (2010),PIB Municipal (valor adicionado a preços básicos) - agropecuária (preços de 2010) (2010),
GO,5212204,Jussara,228360.063,17790.681,104556.71,60302.379,
GO,5212253,Lagoa Santa,17975.766,1961.879,5653.93,6400.645,
GO,5212303,Leopoldo de Bulhões,101296.387,8159.282,19559.715,59456.038,
GO,5212501,Luziânia,2077842.338,609187.166,769223.695,191191.026,
GO,5212600,Mairipotaba,30855.702,1505.963,6551.547,13784.332,
GO,5212709,Mambaí,32982.629,1977.189,13532.462,1593.699,
GO,5212808,Mara Rosa,98341.882,7544.036,32070.663,28638.49,
GO,5212907,Marzagão,24410.342,6727.311,6722.662,5914.137,
GO,5212956,Matrinchã,57494.226,2772.258,14526.747,19949.865,
GO,5213004,Maurilândia,99217.971,8383.151,35268.577,24200.164,
GO,5213053,Mimoso de Goiás,28980.937,1597.26,4292.75,16883.964,
GO,5213087,Minaçu,897331.608,667215.157,123281.396,17398.227,
GO,5213103,Mineiros,1059046.936,201801.028,419303.723,323596.029,
GO,5213400,Moiporá,20759.349,792.517,3623.343,7577.54,
GO,5213509,Monte Alegre de Goiás,50867.89,1517.212,9587.227,16516.442,
GO,5213707,Montes Claros de Goiás,126226.849,6448.626,39806.538,55133.589,
GO,5213756,Montividiu,335479.703,45327.94,100057.855,184441.351,
GO,5213772,Montividiu do Norte,33665.352,2620.043,6542.187,12934.412,
GO,5213806,Morrinhos,683114.772,109589.952,242351.38,148958.518,
GO,5213855,Morro Agudo de Goiás,20461.638,914.933,4749.975,6490.769,
GO,5213905,Mossâmedes,58745.464,3734.09,10363.112,20538.696,
GO,5214002,Mozarlândia,292856.488,98356.134,88242.386,27194.038,
GO,5214051,Mundo Novo,66113.005,4244.203,14202.291,30468.781,
GO,5214101,Mutunópolis,34248.796,1345.252,6339.404,12788.837,
GO,5214408,Nazário,119887.235,24680.373,27160.403,13089.617,
GO,5214507,Nerópolis,359977.674,126663.796,141645.464,10217.574,
GO,5214606,Niquelândia,743256.795,309680.692,216323.58,73035.214,
GO,5214705,Nova América,20344.934,1120.896,5210.311,4711.713,
GO,5214804,Nova Aurora,23116.055,1084.857,6290.064,6326.92,
GO,5214838,Nova Crixás,187392.182,7196.759,45876.694,99213.276,
GO,5214861,Nova Glória,60553.21,3550.456,21961.905,11453.693,
GO,5214879,Nova Iguaçu de Goiás,23905.854,1103.837,4665.298,7643.479,
GO,5214903,Nova Roma,39908.492,773.49,4535.778,10360.099,
GO,5215009,Nova Veneza,85803.098,22564.502,22097.555,9080.869,
GO,5215207,Novo Brasil,39174.291,2250.808,8840.48,16708.383,
GO,5215231,Novo Gama,432301.202,42013.789,200044.627,2464.611,
GO,5215256,Novo Planalto,34859.575,1438.227,7375.436,14240.764,
GO,5215306,Orizona,237262.129,25939.306,64868.811,88351.31,
GO,5215405,Ouro Verde de Goiás,44678.744,5611.707,11076.344,40570.687,
GO,5215504,Ouvidor,207116.748,133087.051,33843.493,14715.08,
GO,5215603,Padre Bernardo,186985.654,18331.102,69384.816,56467.922,
GO,5215652,Palestina de Goiás,42113.812,2048.067,9964.319,21949.496,
GO,5215702,Palmeiras de Goiás,496032.043,144340.816,168549.231,77026.351,
GO,5215801,Palmelo,16848.525,1964.786,6050.137,2558.977,
GO,5215900,Palminópolis,44896.559,2031.851,9110.068,12916.146,
GO,5216007,Panamá,44310.032,3650.564,9193.572,22824.971,
GO,5216304,Paranaiguara,93373.469,8621.525,29708.606,32079.019,
GO,5216403,Paraúna,279722.276,39563.869,75162.561,175392.897,
GO,5216452,Perolândia,206859.698,20448.205,42664.702,203893.599,
GO,5216809,Petrolina de Goiás,88264.818,15390.736,29609.334,18474.121,
GO,5216908,Pilar de Goiás,27385.088,877.869,3604.257,12583.943,
GO,5217104,Piracanjuba,384217.441,51025.252,127698.499,131388.234,
GO,5217203,Piranhas,132480.852,12967.622,61425.909,34569.496,
GO,5217302,Pirenópolis,172291.848,45719.178,88878.566,40801.76,
GO,5217401,Pires do Rio,389730.497,84006.099,175954.1,34965.968,
GO,5217609,Planaltina,440329.525,45110.244,200014.366,36493.324,
GO,5217708,Pontalina,184775.489,21849.926,78322.078,54954.639,
GO,5218003,Porangatu,387205.212,50334.053,218128.319,52810.574,
GO,5218052,Porteirão,150088.451,35754.425,22553.291,58720.008,
GO,5218102,Portelândia,111919.173,13399.24,39981.273,68834.205,
GO,5218300,Posse,217710.358,16155.295,118925.942,15247.116,
GO,5218391,Professor Jamil,27995.613,1493.782,9096.726,8940.024,
GO,5218508,Quirinópolis,772315.161,176157.463,287310.752,141875.551,
GO,5218607,Rialma,169812.441,50306.829,59663.454,10149.776,
GO,5218706,Rianápolis,77564.631,35120.95,33448.425,4478.03,
GO,5218789,Rio Quente,55958.037,15081.379,98023.289,5089.955,
GO,5218805,Rio Verde,4160500.539,1172982.983,1769463.028,593343.385,
GO,5218904,Rubiataba,186175.864,70452.003,75659.653,23005.919,
GO,5219001,Sanclerlândia,92195.97,22255.959,38062.735,14783.62,
GO,5219100,Santa Bárbara de Goiás,53491.46,22974.786,25841.773,6770.287,
GO,5219209,Santa Cruz de Goiás,66047.854,2431.889,8155.318,32886.548,
GO,5219258,Santa Fé de Goiás,131884.084,42064.681,30219.051,20270.718,
GO,5219308,Santa Helena de Goiás,537857.031,97447.536,211730.361,121145.513,
GO,5219357,Santa Isabel,44489.956,1466.393,5622.272,14154.555,
GO,5219407,Santa Rita do Araguaia,61889.769,3620.604,29678.836,14640.772,
GO,5219456,Santa Rita do Novo Destino,40921.375,1553.006,5728.947,17432.023,
GO,5219506,Santa Rosa de Goiás,25505.286,1602.648,6759.968,6801.866,
GO,5219605,Santa Tereza de Goiás,33371.244,2483.862,13587.824,9308.316,
GO,5219704,Santa Terezinha de Goiás,72406.663,4008.217,26665.358,15731.856,
GO,5219712,Santo Antônio da Barra,72817.082,30351.17,13938.36,26707.916,
GO,5219738,Santo Antônio de Goiás,43277.827,16560.389,12668.848,8235.431,
GO,5219753,Santo Antônio do Descoberto,280857.285,25255.269,119561.747,11863.113,
GO,5219803,São Domingos,86882.782,38590.033,20153.231,19511.232,
GO,5219902,São Francisco de Goiás,47205.921,8835.729,20848.51,8464.413,
GO,5220009,São João d'Aliança,117358.397,10144.606,29519.51,51058.829,
GO,5220058,São João da Paraúna,24758.94,1668.458,5200.757,10399.033,
GO,5220108,São Luís de Montes Belos,379554.386,147341.997,202585.121,23671.684,
GO,5220157,São Luíz do Norte,58651.963,2910.208,9878.387,17910.99,
GO,5220207,São Miguel do Araguaia,254223.862,15853.564,101684.905,81077.937,
GO,5220264,São Miguel do Passa Quatro,52719.031,4433.571,14127.538,36725.449,
GO,5220280,São Patrício,19564.895,972.116,4403.234,5446.525,
GO,5220405,São Simão,1382123.167,1081968.022,127128.022,13399.083,
GO,5220454,Senador Canedo,3188614.895,169892.106,496457.419,6597.775,
GO,5220504,Serranópolis,195873.885,37419.063,38980.445,103546.267,
GO,5220603,Silvânia,302568.108,20625.847,97547.684,113299.774,
GO,5220686,Simolândia,38790.442,2492.918,19380.623,3764.737,
GO,5220702,Sítio d'Abadia,24157.823,766.776,3065.877,8533.362,
GO,5221007,Taquaral de Goiás,34276.941,4481.557,9014.714,9908.19,
GO,5221080,Teresina de Goiás,16111.382,809.972,3834.099,1999.052,
GO,5221197,Terezópolis de Goiás,57984.727,13032.331,43890.19,3786.482,
GO,5221304,Três Ranchos,26323.713,2138.476,10305.289,4112.879,
GO,5221403,Trindade,881430.759,332608.475,367050.577,32499.238,
GO,5221452,Trombas,25050.013,1199.516,5977.704,7138.951,
GO,5221502,Turvânia,66110.521,4450.758,14820.247,23566.079,
GO,5221551,Turvelândia,193625.879,147547.882,33400.243,44169.149,
GO,5221577,Uirapuru,29811.978,997.844,5220.253,13264.888,
GO,5221601,Uruaçu,423796.525,43511.551,227530.279,41089.73,
GO,5221700,Uruana,176372.593,6578.214,37449.443,27435.054,
GO,5221809,Urutaí,43296.905,2043.729,7810.385,30534.487,
GO,5221858,Valparaíso de Goiás,844611.939,110419.068,619113.403,452.985,
GO,5221908,Varjão,33471.149,1629.283,8467.775,11218.476,
GO,5222005,Vianópolis,171013.149,19523.271,64664.198,50755.995,
GO,5222054,Vicentinópolis,114265.241,14964.825,44765.159,45656.766,
GO,5222203,Vila Boa,73042.793,11306.155,21440.39,19580.032,
GO,5222302,Vila Propício,108116.013,7150.513,15553.965,52417.771,
MA,2100055,Açailândia,1307215.276,213269.009,446502.81,93558.326,
MA,2100105,Afonso Cunha,24508.857,738.762,3434.941,2871.888,
MA,2100154,Água Doce do Maranhão,40748.331,1445.294,7055.673,5380.139,
MA,2100204,Alcântara,74901.257,5291.475,12062.733,8581.539,
MA,2100303,Aldeias Altas,133380.563,3983.318,15566.935,16066.841,
MA,2100402,Altamira do Maranhão,35996.674,892.976,4173.673,11817.613,
MA,2100436,Alto Alegre do Maranhão,83900.107,4052.711,41838.589,9459.784,
MA,2100477,Alto Alegre do Pindaré,124182.405,3858.03,19479.992,24775.847,
MA,2100501,Alto Parnaíba,98666.368,6440.01,24122.966,79625.191,
MA,2100550,Amapá do Maranhão,30296.18,834.957,4167.003,5130.849,
MA,2100600,Amarante do Maranhão,144057.957,4746.293,26176.723,40214.035,
MA,2100709,Anajatuba,93059.932,4428.166,14863.692,24182.502,
MA,2100808,Anapurus,71494.742,9041.595,18103.532,19098.698,
MA,2100832,Apicum-Açu,46235.338,1395.761,7048.56,6042.736,
MA,2100873,Araguanã,45308.626,1151.915,5010.537,9378.287,
MA,2100907,Araioses,168861.273,5860.828,33572.072,32064.138,
MA,2100956,Arame,115871.242,3877.414,19646.969,33979.506,
MA,2101004,Arari,108964.77,5078.237,27867.13,30683.128,
MA,2101103,Axixá,34402.53,1273.051,6388.261,6210.987,
MA,2101202,Bacabal,521932.232,41205.281,329891.192,43600.86,
MA,2101251,Bacabeira,117822.161,80465.487,37105.916,8314.096,
MA,2101301,Bacuri,49196.333,1803.714,10243.855,4282.387,
MA,2101350,Bacurituba,18690.426,658.202,2960.308,2757.579,
MA,2101400,Balsas,1102443.053,98752.053,720675.013,334695.035,
MA,2101509,Barão de Grajaú,77841.971,3661.924,38586.769,6174.799,
MA,2101608,Barra do Corda,493848.663,15920.623,106589.731,49221.971,
MA,2101707,Barreirinhas,175408.957,10437.872,63632.285,30697.065,
MA,2101731,Belágua,27260.577,864.062,3519.063,4100.969,
MA,2101772,Bela Vista do Maranhão,42497.821,1716.707,9864.791,7932.641,
MA,2101806,Benedito Leite,20584.177,1553.386,3477.644,5001.51,
MA,2101905,Bequimão,64657.456,2304.332,12139.363,9706.833,
MA,2101939,Bernardo do Mearim,42642.661,861.645,4665.711,10921.483,
MA,2101970,Boa Vista do Gurupi,30887.672,1133.589,9419.989,3701.496,
MA,2102002,Bom Jardim,189983.808,5942.862,34290.053,52927.091,
MA,2102036,Bom Jesus das Selvas,169757.485,4873.848,23351.157,48459.679,
MA,2102077,Bom Lugar,72416.313,1533.439,6777.008,16597.881,
MA,2102101,Brejo,126562.877,13778.187,38522.741,29402.897,
MA,2102150,Brejo de Areia,43449.558,1428.761,5695.976,13158.272,
MA,2102200,Buriti,96591.336,3745.191,17898.403,25483.729,
MA,2102309,Buriti Bravo,79207.648,3070.755,18752.456,13080.564,
MA,2102325,Buriticupu,283402.537,15549.119,75629.259,49629.463,
MA,2102358,Buritirana,52033.109,1612.588,7931.663,13412.079,
MA,2102374,Cachoeira Grande,27621.062,1076.599,3888.155,6385.721,
MA,2102408,Cajapió,28898.684,1062.746,4759.081,4352.23,
MA,2102507,Cajari,70696.226,1496.098,7410.587,13931.18,
MA,2102556,Campestre do Maranhão,87735.626,3709.565,14127.394,14428.22,
MA,2102606,Cândido Mendes,79362.226,2462.399,15029.689,15533.167,
MA,2102705,Cantanhede,73378.334,3905.025,13811.768,9707.634,
MA,2102754,Capinzal do Norte,61885.42,1754.807,10783.385,15531.835,
MA,2102804,Carolina,131063.915,10154.41,48463.305,31213.901,
MA,2102903,Carutapera,84337.967,3624.279,20285.523,10345.817,
MA,2103000,Caxias,785688.325,152317.195,472860.29,33556.016,
MA,2103109,Cedral,43444.781,1116.087,5986.985,6049.818,
MA,2103125,Central do Maranhão,22579.926,863.07,3834.224,3237.674,
MA,2103158,Centro do Guilherme,49450.727,1019.809,5683.023,10673.07,
MA,2103174,Centro Novo do Maranhão,107757.341,10127.446,9244.702,12033.259,
MA,2103208,Chapadinha,331575.374,21609.272,135230.845,30512.508,
MA,2103257,Cidelândia,108229.665,6861.321,15858.293,20715.349,
MA,2103307,Codó,551353.934,154336.404,191605.616,27724.335,
MA,2103406,Coelho Neto,192568.42,18617.591,68034.504,11025.387,
MA,2103505,Colinas,158734.895,10151.521,53166.149,26927.225,
MA,2103554,Conceição do Lago-Açu,55816.231,1882.106,9314.565,13224.937,
MA,2103604,Coroatá,208963.977,9555.123,71202.345,24513.457,
MA,2103703,Cururupu,112848.197,4360.58,32012.345,15501.92,
MA,2103752,Davinópolis,42765.901,11416.835,10628.124,10351.278,
MA,2103802,Dom Pedro,95514.757,23917.8,50283.641,7296.645,
MA,2103901,Duque Bacelar,33705.485,1731.073,5936.537,3239.499,
MA,2104008,Esperantinópolis,78475.475,3343.747,19853.075,12591.81,
MA,2104057,Estreito,350579.587,205673.407,122143.677,31084,
MA,2104073,Feira Nova do Maranhão,34662.347,1119.003,4911.374,12975.355,
MA,2104081,Fernando Falcão,42114.614,986.874,4244.787,7221.54,
MA,2104099,Formosa da Serra Negra,74629.95,2696.511,13008.554,27721.388,
MA,2104107,Fortaleza dos Nogueiras,85829.817,5802.545,19895.017,42063.328,
MA,2104206,Fortuna,61971.454,2927.421,14305.342,19301.639,
MA,2104305,Godofredo Viana,43421.072,14544.189,8854.825,5620.82,
MA,2104404,Gonçalves Dias,55325.735,2249.015,12390.182,12176.201,
MA,2104503,Governador Archer,34675.499,1232.96,7012.804,6285.748,
MA,2104552,Governador Edison Lobão,81234.352,64977.941,37217.993,6887.193,
MA,2104602,Governador Eugênio Barros,51875.015,2187.055,12387.321,11781.523,
MA,2104628,Governador Luiz Rocha,25036.162,1307.913,4867.036,6363.088,
MA,2104651,Governador Newton Bello,52144.281,1190.17,4308.885,14479.314,
MA,2104677,Governador Nunes Freire,106033.127,6055.124,39329.116,14056.799,
MA,2104701,Graça Aranha,26702.024,1057.223,5444.106,4825.424,
MA,2104800,Grajaú,333656.603,23789.884,112022.535,68604.209,
MA,2104909,Guimarães,42131.164,1496.718,7202.342,8302.422,
MA,2105005,Humberto de Campos,86634.754,2423.204,15603.472,8708.296,
MA,2105104,Icatu,78390.651,2458.301,12064.691,9140.754,
MA,2105153,Igarapé do Meio,52348.851,31892.99,12126.333,8096.928,
MA,2105203,Igarapé Grande,52336.754,2206.785,11684.441,8170.895,
MA,2105302,Imperatriz,2119618.898,387341.487,1798032.645,33571.782,
MA,2105351,Itaipava do Grajaú,44479.89,1918.714,7979.45,17546.827,
MA,2105401,Itapecuru Mirim,270686.315,38893.274,106245.809,31786.336,
MA,2105427,Itinga do Maranhão,206383.345,8749.316,40208.955,38086.4,
MA,2105450,Jatobá,39179.455,1304.407,4882.719,8576.12,
MA,2105476,Jenipapo dos Vieiras,51454.741,1640.123,6665.612,15696.743,
MA,2105500,João Lisboa,98741.002,19292.409,27313.94,17587.6,
MA,2105609,Joselândia,76916.504,2215.52,12566.237,16872.102,
MA,2105658,Junco do Maranhão,35749.608,790.802,4860.188,6165.638,
MA,2105708,Lago da Pedra,174801.309,8729.252,61733.93,31163.514,
MA,2105807,Lago do Junco,54106.969,1330.677,6425.028,8718.111,
MA,2105906,Lago Verde,63424.874,1675.912,9684.948,17221.01,
MA,2105922,Lagoa do Mato,38828.134,2763.701,7404.898,9912.394,
MA,2105948,Lago dos Rodrigues,63701.43,1334.62,7237.948,13632.451,
MA,2105963,Lagoa Grande do Maranhão,41323.07,1843.883,7879.539,13803.819,
MA,2105989,Lajeado Novo,33123.125,1171.737,5882.092,10803.898,
MA,2106003,Lima Campos,45743.422,2112.758,9446.11,9372.075,
MA,2106102,Loreto,90656.054,4094.044,14467.552,49285.416,
MA,2106201,Luís Domingues,32554.058,711.157,3838.084,4152.928,
MA,2106300,Magalhães de Almeida,65683.211,2387.047,10405.86,12706.774,
MA,2106326,Maracaçumé,82084.215,11686.605,29809.812,10150.247,
MA,2106359,Marajá do Sena,41788.911,1212.417,3994.922,16772.478,
MA,2106375,Maranhãozinho,83838.955,1423.864,7037.538,13356.152,
MA,2106409,Mata Roma,61918.162,2968.13,15417.64,15523.844,
MA,2106508,Matinha,77797.547,3173.277,15053.2,14823.491,
MA,2106607,Matões,88794.812,5908.726,21601.883,9328.139,
MA,2106631,Matões do Norte,45814.565,1493.379,6703.586,11851.301,
MA,2106672,Milagres do Maranhão,33651.515,1205.178,4247.484,12959.447,
MA,2106706,Mirador,120781.085,3376.535,17626.978,30909.579,
MA,2106755,Miranda do Norte,85737.365,114302.176,42930.954,5372.595,
MA,2106805,Mirinzal,40443.34,2407.708,12274.189,3221.616,
MA,2106904,Monção,110192.23,2929.692,15068.368,30291.922,
MA,2107001,Montes Altos,36319.432,1184.803,7021.99,10325.962,
MA,2107100,Morros,52314.731,2207.981,16201.427,3888.706,
MA,2107209,Nina Rodrigues,43087.371,1269.139,5322.64,5983.18,
MA,2107258,Nova Colinas,27042.457,1241.473,5095.152,12771.574,
MA,2107308,Nova Iorque,17673.678,743.883,3054.711,4402.422,
MA,2107357,Nova Olinda do Maranhão,90905.538,2838.68,16379.466,17140.945,
MA,2107407,Olho d'Água das Cunhãs,76762.512,2729.44,21893.114,17256.176,
MA,2107456,Olinda Nova do Maranhão,46961.22,1549.315,7074.77,9037.618,
MA,2107506,Paço do Lumiar,336914.813,48300.946,153296.251,21931.685,
MA,2107605,Palmeirândia,59742.708,2314.94,11019.098,13391.157,
MA,2107704,Paraibano,64808.124,4894.052,20260.034,13407.614,
MA,2107803,Parnarama,140792.977,5008.056,25696.522,24252.789,
MA,2107902,Passagem Franca,64588.2,3652.766,17428.147,16010.143,
MA,2108009,Pastos Bons,62015.191,4349.755,20905.392,17632.65,
MA,2108058,Paulino Neves,54736.707,1530.192,6091.516,7853.769,
MA,2108108,Paulo Ramos,115083.068,3272.955,21837.88,22563.779,
MA,2108207,Pedreiras,265432.691,15955.578,155076.262,26844.088,
MA,2108256,Pedro do Rosário,77276.074,2222.457,10229.149,11863.945,
MA,2108306,Penalva,111160.418,3951.095,16946.787,18665.198,
MA,2108405,Peri Mirim,38906.758,1443.265,6955.232,6712.653,
MA,2108454,Peritoró,69066.564,3970.527,26018.401,5954.635,
MA,2108504,Pindaré-Mirim,107902.897,6809.613,33941.92,10816.831,
MA,2108603,Pinheiro,401363.039,20000.952,237437.75,27995.837,
MA,2108702,Pio XII,80490.907,5003.902,23826.72,11135.861,
MA,2108801,Pirapemas,80674.734,2293.59,10205.91,16477.376,
MA,2108900,Poção de Pedras,144124.994,3490.264,22723.902,28517.403,
MA,2109007,Porto Franco,216330.692,76153.63,69806.149,19381.704,
MA,2109056,Porto Rico do Maranhão,30905.876,864.323,4238.85,3891.872,
MA,2109106,Presidente Dutra,217037.546,19841.781,150703.065,21654.868,
MA,2109205,Presidente Juscelino,37417.436,1912.805,6436.151,13789.819,
MA,2109239,Presidente Médici,32368.877,937.958,5354.984,8069.313,
MA,2109270,Presidente Sarney,61223.195,2782.553,10259.329,25667.068,
MA,2109304,Presidente Vargas,41929.589,1446.977,6029.384,5716.486,
MA,2109403,Primeira Cruz,39533.426,1038.262,5027.62,5389.883,
MA,2109452,Raposa,107908.145,8685.768,27939.095,9560.476,
MA,2109502,Riachão,145572.991,14053.101,31704.492,63552.298,
MA,2109551,Ribamar Fiquene,45860.524,1947.988,6834.243,16199.366,
MA,2109601,Rosário,145547.758,28169.298,57827.65,8973.777,
MA,2109700,Sambaíba,90293.406,11684.574,13942.14,57130.191,
MA,2109759,Santa Filomena do Maranhão,32865.433,1130.886,5247.219,8057.361,
MA,2109809,Santa Helena,112260.371,3803.364,28497.984,19090.078,
MA,2109908,Santa Inês,448310.256,35901.929,437019.83,12854.294,
MA,2110005,Santa Luzia,290968.026,37767.051,83364.613,96123.806,
MA,2110039,Santa Luzia do Paruá,154475.427,7545.929,52895.648,21569.983,
MA,2110104,Santa Quitéria do Maranhão,100478.814,4059.874,19578.433,18668.668,
MA,2110203,Santa Rita,106281.495,14376.789,27476.169,9056.693,
MA,2110237,Santana do Maranhão,39874.94,1292.297,4537.938,5820.604,
MA,2110278,Santo Amaro do Maranhão,39392.812,979.056,5575.772,3884.846,
MA,2110302,Santo Antônio dos Lopes,85635.882,4033.098,21016.02,17679.02,
MA,2110401,São Benedito do Rio Preto,62651.2,2228.54,9749.703,5828.167,
MA,2110500,São Bento,110251.759,5137.347,39737.115,8878.843,
MA,2110609,São Bernardo,93877.367,5444.268,47419.617,28338.692,
MA,2110658,São Domingos do Azeitão,60212.725,6458.911,26814.475,45117.4,
MA,2110708,São Domingos do Maranhão,148454.28,7688.403,52147.456,42912.837,
MA,2110807,São Félix de Balsas,18654.422,1205.007,3064.191,5428.232,
MA,2110856,São Francisco do Brejão,48931.557,1380.026,8247.88,17447.081,
MA,2110906,São Francisco do Maranhão,36106.796,1311.387,6016.904,9568.106,
MA,2111003,São João Batista,57189.804,1439.244,9441.24,8080.841,
MA,2111029,São João do Carú,60426.223,1856.705,8194.265,16834.701,
MA,2111052,São João do Paraíso,51896.255,1773.038,9174.496,21507.318,
MA,2111078,São João do Soter,54400.121,1893.836,8002.746,6203.839,
MA,2111102,São João dos Patos,101859.023,9328.591,52276.847,9860.84,
MA,2111201,São José de Ribamar,538180.153,117821.594,337239.416,18249.619,
MA,2111250,São José dos Basílios,29432.949,1225.41,5486.721,7528.66,
MA,2111300,São Luís,17915048.341,3901623.225,8985523.609,17679.372,
MA,2111409,São Luís Gonzaga do Maranhão,113779.257,3083.458,17732.5,28612.899,
MA,2111508,São Mateus do Maranhão,130073.321,6321.022,44474.35,21514.902,
MA,2111532,São Pedro da Água Branca,104463.559,2509.46,15289.108,6726.232,
MA,2111573,São Pedro dos Crentes,28629.898,1117.531,5570.787,12515.996,
MA,2111607,São Raimundo das Mangabeiras,429625.067,17389.133,56271.643,104761.788,
MA,2111631,São Raimundo do Doca Bezerra,28103.312,791.783,3345.126,6232.935,
MA,2111672,São Roberto,23255.875,795.95,3835.875,5261.272,
MA,2111706,São Vicente Ferrer,50175.712,2854.75,13499.53,16108.293,
MA,2111722,Satubinha,39415.514,832.786,4083.134,7019.348,
MA,2111748,Senador Alexandre Costa,32779.954,1450.192,8092.365,8997.987,
MA,2111763,Senador La Rocque,94833.731,3677.026,16802.369,29684.146,
MA,2111789,Serrano do Maranhão,36929.251,1147.83,4563.741,5871.097,
MA,2111805,Sítio Novo,72301.072,2154.151,9518.968,19236.536,
MA,2111904,Sucupira do Norte,37720.638,1432.186,6239.285,8958.152,
MA,2111953,Sucupira do Riachão,17201.297,787.183,3578.846,4873.942,
MA,2112001,Tasso Fragoso,231719.93,37245.01,83122.337,261665.406,
MA,2112100,Timbiras,77988.636,2772.965,14985.938,10267.997,
MA,2112209,Timon,817391.542,144274.867,434685.007,12508.632,
MA,2112233,Trizidela do Vale,98931.242,5214.806,29509.08,13981.045,
MA,2112274,Tufilândia,25729.334,972.533,3943.084,6342.631,
MA,2112308,Tuntum,152249.69,6433.74,34821.697,37898.152,
MA,2112407,Turiaçu,124837.27,7569.568,25715.732,59082.532,
MA,2112456,Turilândia,74046.809,2599.11,11919.968,24233.706,
MA,2112506,Tutóia,146465.39,6314.175,44293.116,18124.357,
MA,2112605,Urbano Santos,88341.89,4361.502,20764.923,12280.734,
MA,2112704,Vargem Grande,192487.63,9906.153,44207.52,25784.95,
MA,2112803,Viana,165487.602,13596.482,65403.84,33158.165,
MA,2112852,Vila Nova dos Martírios,81183.583,1626.201,7108.945,14669.423,
MA,2112902,Vitória do Mearim,123303.869,5212.521,32476.631,23474.701,
MA,2113009,Vitorino Freire,138521.63,4844.465,35190.96,31761.438,
MA,2114007,Zé Doca,204419.196,9956.311,95314.61,34160.268,
MG,3100104,Abadia dos Dourados,79222.692,5826.007,16947.789,20586.812,
MG,3100203,Abaeté,260389.097,30690.289,94263.611,31883.493,
MG,3100302,Abre Campo,106732.581,14454.303,37438.158,20715.496,
MG,3100401,Acaiaca,23735.522,1269.09,6979.788,2822.003,
MG,3100500,Açucena,57739.582,1777.258,13204.355,7558.957,
MG,3100609,Água Boa,87763.604,4454.494,17302.443,19359.397,
MG,3100708,Água Comprida,124994.69,4419.148,18843.145,43434.608,
MG,3100807,Aguanil,32650.999,2521.712,8099.9,6923.055,
MG,3100906,Águas Formosas,108986.882,9111.358,36250.53,7769.227,
MG,3101003,Águas Vermelhas,97609.724,6591.54,61764.823,23748.808,
MG,3101102,Aimorés,259632.804,59748.662,96529.295,25323.383,
MG,3101201,Aiuruoca,58442.697,4145.183,17289.529,8385.228,
MG,3101300,Alagoa,25415.036,601.977,4649.243,4378.898,
MG,3101409,Albertina,42701.219,1126.993,13135.272,3999.848,
MG,3101508,Além Paraíba,647317.282,105686.987,306554.721,7052.871,
MG,3101607,Alfenas,1282829.669,222855.571,659836.753,82592.917,
MG,3101631,Alfredo Vasconcelos,48235.15,5033.33,10394.843,11367.859,
MG,3101706,Almenara,244751.837,53011.604,105170.703,13397.653,
MG,3101805,Alpercata,46737.545,4188.024,13102.551,3021.907,
MG,3101904,Alpinópolis,233509.329,25436.421,87065.903,34160.478,
MG,3102001,Alterosa,120865.873,8843.745,36785.956,28784.233,
MG,3102050,Alto Caparaó,44552.774,1849.363,11871.424,10807.963,
MG,3102100,Alto Rio Doce,73196.387,4382.216,18620.573,28524.445,
MG,3102209,Alvarenga,25715.727,960.906,5390.062,4125.812,
MG,3102308,Alvinópolis,152255.708,38660.001,49598.405,9185.924,
MG,3102407,Alvorada de Minas,25530.644,894.907,4054.132,5324.777,
MG,3102506,Amparo do Serra,26713.272,1078.407,5897.347,4451.664,
MG,3102605,Andradas,493450.719,92078.546,196381.436,58370.211,
MG,3102704,Cachoeira de Pajeú,60154.212,2700.582,30360.274,4677.693,
MG,3102803,Andrelândia,103999.664,8905.838,40072.073,15014.099,
MG,3102852,Angelândia,49925.099,1594.797,9413.485,14339.485,
MG,3102902,Antônio Carlos,124631.206,29630.864,29211.977,11904.778,
MG,3103009,Antônio Dias,76855.852,5022.548,24798.133,13104.95,
MG,3103108,Antônio Prado de Minas,14753.854,8805.773,3856.601,2340.33,
MG,3103207,Araçaí,30579.12,13523.951,5833.413,2988.116,
MG,3103306,Aracitaba,17191.035,662.096,3279.16,1451.716,
MG,3103405,Araçuaí,202329.464,31031.817,79103.176,5582.708,
MG,3103504,Araguari,2212535.741,821580.429,744572.837,161648.492,
MG,3103603,Arantina,17250.804,1647.259,6888.14,9118.868,
MG,3103702,Araponga,49112.867,2013.484,8669.309,11706.655,
MG,3103751,Araporã,922263.233,788412.27,132602.157,13576.703,
MG,3103801,Arapuá,65374.882,13226.927,14409.266,7587.302,
MG,3103900,Araújos,70886.01,11140.111,32892.822,49202.262,
MG,3104007,Araxá,2947025.456,870318.916,1054182.024,52786.23,
MG,3104106,Arceburgo,240166.699,41263.319,73516.078,10305.593,
MG,3104205,Arcos,634885.922,240502.853,222174.711,17730.917,
MG,3104304,Areado,131086.414,11052.247,52302.231,22736.591,
MG,3104403,Argirita,25459.96,738.987,5417.767,3447.405,
MG,3104452,Aricanduva,25701.28,728.608,5205.449,4700.14,
