Sigla,Código,Município,PIB Municipal - preços de mercado (preços de 2010) (1970),PIB Municipal (valor adicionado a preços básicos) - indústria (preços de 2010) (1970),PIB Municipal (valor adicionado a preços básicos) - serviços (preços de 2010) (1970),PIB Municipal (valor adicionado a preços básicos) - agropecuária (preços de 2010) (1970),
GO,5201454,Aparecida do Rio Doce,,,,,
GO,5201504,Aporé,13848.1696781013,378.7305639814,3186.6040286367,10282.8350854834,
GO,5201603,Araçu,25434.7992340212,1318.9055779562,15222.8312354332,8893.0624206316,
GO,5201702,Aragarças,12521.9541123113,1582.8971029738,10241.3815191633,697.6754901742,
GO,5201801,Aragoiânia,9332.6947206372,1876.1939948372,2386.2110428748,5070.2896829252,
GO,5202155,Araguapaz,,,,,
GO,5202353,Arenópolis,,,,,
GO,5202502,Aruanã,6668.3644870104,361.5960140189,2618.9814264395,3687.7870465518,
GO,5202601,Aurilândia,25929.8666293455,2064.4236717822,9856.7702941347,14008.6726634286,
GO,5202809,Avelinópolis,13309.3090496522,438.9460080783,3568.3918791885,9301.9711623857,
GO,5203104,Baliza,3594.9742261806,83.0612729117,1081.0080020395,2430.9049512294,
GO,5203203,Barro Alto,18812.3294327204,993.1186876689,5149.2600508223,12669.9506942292,
GO,5203302,Bela Vista de Goiás,37549.3320005986,2557.1928638032,11416.7378752514,23575.4012615443,
GO,5203401,Bom Jardim de Goiás,10087.2891713831,1033.1278347996,3083.7154579083,5970.4458786754,
GO,5203500,Bom Jesus de Goiás,36209.139867185,602.1739910828,9623.7407025812,25983.2251735207,
GO,5203559,Bonfinópolis,,,,,
GO,5203575,Bonópolis,,,,,
GO,5203609,Brazabrantes,9787.3579713242,575.1142948358,1352.4796092937,7859.7640671947,
GO,5203807,Britânia,3950.7937537948,875.9817957425,2927.5982176985,147.2137403538,
GO,5203906,Buriti Alegre,39711.8411329806,1571.1235550675,14983.5902082473,23157.127369666,
GO,5203939,Buriti de Goiás,,,,,
GO,5203962,Buritinópolis,,,,,
GO,5204003,Cabeceiras,8641.0335342231,351.1626810384,2101.2417012586,6188.6291519261,
GO,5204102,Cachoeira Alta,28890.2835347354,1697.0528138502,9416.7356311103,17776.4950897746,
GO,5204201,Cachoeira de Goiás,3260.1768760356,91.7350128543,972.5548992439,2195.8869639374,
GO,5204250,Cachoeira Dourada,,,,,
GO,5204300,Caçu,18566.0284254141,2316.1733952728,8090.380132099,8159.474898042,
GO,5204409,Caiapônia,58763.3960178828,2462.2374846624,16928.0936811314,39373.0648520891,
GO,5204508,Caldas Novas,41812.4317143445,4941.967313873,22896.5499344377,13973.9144660338,
GO,5204557,Caldazinha,,,,,
GO,5204607,Campestre de Goiás,10092.7095465394,295.3200751604,2560.2452237177,7237.1442476611,
GO,5204656,Campinaçu,,,,,
GO,5204706,Campinorte,12356.4319238792,1323.2681631371,4908.2774904113,6124.8862703309,
GO,5204805,Campo Alegre de Goiás,18792.257618552,312.0508055987,8179.3961914278,10300.8106215252,
GO,5204854,Campo Limpo de Goiás,,,,,
GO,5204904,Campos Belos,16059.6270280811,2049.4795210927,7584.3575312168,6425.7899757716,
GO,5204953,Campos Verdes,,,,,
GO,5205000,Carmo do Rio Verde,37368.7536883483,1634.7466558838,9854.8092006739,25879.1978317906,
GO,5205059,Castelândia,,,,,
GO,5205109,Catalão,134667.36374482,27370.1058499966,71368.7985021026,35928.4593927208,
GO,5205208,Caturaí,15154.3201581076,980.7544365411,2687.0854501651,11486.4802714013,
GO,5205307,Cavalcante,12392.8612347685,316.6114727874,2463.7971954476,9612.4525665336,
GO,5205406,Ceres,116511.53751682,21055.4383409904,56206.3818963426,39249.7172794871,
GO,5205455,Cezarina,,,,,
GO,5205471,Chapadão do Céu,,,,,
GO,5205497,Cidade Ocidental,,,,,
GO,5205513,Cocalzinho de Goiás,,,,,
GO,5205521,Colinas do Sul,,,,,
GO,5205703,Córrego do Ouro,23596.2278547724,747.5030692487,5584.9445550625,17263.7802304614,
GO,5205802,Corumbá de Goiás,23506.2084249999,2749.4699434945,9378.4020536952,11378.33642781,
GO,5205901,Corumbaíba,45715.8496356598,1896.2567964902,8937.5447450444,34882.0480941249,
GO,5206206,Cristalina,50363.5463697934,2222.8315181095,45197.9539108471,2942.7609408367,
GO,5206305,Cristianópolis,4778.264478505,1162.3218436496,2075.6985974842,1540.2440373709,
GO,5206404,Crixás,34157.1347389881,1932.5263128117,9211.2419672406,23013.366458936,
GO,5206503,Cromínia,11479.0109643187,633.1760406797,3003.5388784632,7842.2960451758,
GO,5206602,Cumari,19202.9371810795,2389.6211917585,6563.0832513492,10250.2327379718,
GO,5206701,Damianópolis,5617.8007748356,145.6682210321,1516.1178907369,3956.0146630666,
GO,5206800,Damolândia,10861.9174689077,661.967357777,3834.8752842537,6365.074826877,
GO,5206909,Davinópolis,9554.7993289541,117.5213000337,4009.94145473,5427.3365741904,
GO,5207105,Diorama,7938.1673594781,352.0407731441,2298.8031275445,5287.3234587898,
GO,5207253,Doverlândia,,,,,
GO,5207352,Edealina,,,,,
GO,5207402,Edéia,26805.4397884341,1813.775295524,9434.0289632002,15557.6355297097,
GO,5207501,Estrela do Norte,6687.9221502588,1230.2607055598,2535.9558251742,2921.7056195246,
GO,5207535,Faina,,,,,
GO,5207600,Fazenda Nova,31454.8589635888,904.1015685755,23516.9223586078,7033.8350364053,
GO,5207808,Firminópolis,33657.0431436469,3563.7339088486,14572.8523534488,15520.4568813493,
GO,5207907,Flores de Goiás,1820.9707664815,515.4173321987,1224.3772324843,81.1762017985,
GO,5208004,Formosa,91339.0633420143,9052.9581410658,51285.3544419224,31000.7507590259,
GO,5208103,Formoso,28000.8197291571,815.3118794643,7055.2586008156,20130.2492488772,
GO,5208152,Gameleira de Goiás,,,,,
GO,5208301,Divinópolis de Goiás,5279.1222370372,157.2639051204,1396.7191279286,3725.1392039882,
GO,5208400,Goianápolis,33032.8292240785,1702.0304134806,18866.5170504826,12464.2817601151,
GO,5208509,Goiandira,24333.5227110094,4069.6134669602,9470.649618395,10793.2596256542,
GO,5208608,Goianésia,126836.98019948,38172.0698060541,37003.029130164,51661.8812632628,
GO,5208707,Goiânia,2874931.46946131,580420.924352973,2272228.85323469,22281.6918736322,
GO,5208806,Goianira,19585.1539374927,1893.3184384987,7994.2680756473,9697.5674233467,
GO,5208905,Goiás,98271.7185648494,7260.2420210307,43627.3520841014,47384.1244597172,
GO,5209101,Goiatuba,102779.194816723,16033.6986471227,47410.3864192099,39335.1097503911,
GO,5209150,Gouvelândia,,,,,
GO,5209200,Guapó,37920.5550568006,3237.7114117955,15109.1506508013,19573.6929942036,
GO,5209291,Guaraíta,,,,,
GO,5209408,Guarani de Goiás,3689.1963491853,179.6335421514,1947.57808762,1561.9847194139,
GO,5209457,Guarinos,,,,,
GO,5209606,Heitoraí,27660.8068699833,911.8638362695,17771.4381036619,8977.504930052,
GO,5209705,Hidrolândia,20761.7106851517,1340.6290819688,7192.3513706565,12228.7302325262,
GO,5209804,Hidrolina,15196.2502966088,1293.8707005373,5120.0332903827,8782.346305689,
GO,5209903,Iaciara,4995.2990681938,344.6709237503,1932.8737195687,2717.7544248747,
GO,5209937,Inaciolândia,,,,,
GO,5209952,Indiara,,,,,
GO,5210000,Inhumas,95318.5766468176,11994.5531191366,49331.0877794207,33992.9357482604,
GO,5210109,Ipameri,85190.4988420691,13776.4391293916,54261.52046196,17152.5392507173,
GO,5210158,Ipiranga de Goiás,,,,,
GO,5210208,Iporá,53623.7183157838,7371.8415818599,27190.5689319317,19061.3078019922,
GO,5210307,Israelândia,9887.7297116728,761.6745592047,6695.9526805221,2430.1024719458,
GO,5210406,Itaberaí,78485.7397386526,13344.0466305131,26473.1573531916,38668.5357549482,
GO,5210562,Itaguari,,,,,
GO,5210604,Itaguaru,17941.530677092,1416.6621648969,8915.9160921692,7608.9524200258,
GO,5210802,Itajá,23447.2001081987,1002.3954995006,8485.4562261528,13959.3483825453,
GO,5210901,Itapaci,33290.9329074553,2402.1378702186,16954.2454333643,13934.5496038723,
GO,5211008,Itapirapuã,32049.2688831414,1079.7855530999,10607.0703174023,20362.4130126393,
GO,5211206,Itapuranga,65497.3719669942,5536.7419104444,28890.8400527722,31069.7900037773,
GO,5211305,Itarumã,10359.3701744327,248.95450303,3620.644239263,6489.7714321397,
GO,5211404,Itauçu,35744.9703760481,9090.9857511053,14613.490006279,12040.4946186637,
GO,5211503,Itumbiara,272444.441410328,48739.5393693513,127589.568017009,96115.3340239688,
GO,5211602,Ivolândia,13204.577966892,70.8001169034,3851.7602266054,9282.0176233834,
GO,5211701,Jandaia,32218.6184815106,1542.7626248188,17600.6227595869,13075.2330971049,
GO,5211800,Jaraguá,132210.029984161,5290.1406372735,30915.4579596545,96004.4313872335,
GO,5211909,Jataí,192912.136943774,26721.6033893343,109335.591953136,56854.9416013034,
GO,5212006,Jaupaci,9026.1419677047,398.1043167285,3031.777018447,5596.2606325294,
GO,5212055,Jesúpolis,,,,,
GO,5212105,Joviânia,24298.9315822791,1363.1619156888,7494.4502558403,15441.31941075,
GO,5212204,Jussara,37760.0729614014,2996.5264416731,19413.6837211736,15349.8627985544,
GO,5212253,Lagoa Santa,,,,,
GO,5212303,Leopoldo de Bulhões,16228.7547007201,1284.7496491619,9302.1245561415,5641.8804954167,
GO,5212501,Luziânia,85193.0176624542,20095.4983592736,45275.8124950183,19821.7068081623,
GO,5212600,Mairipotaba,8768.1388953169,235.9556571928,3662.6521836225,4869.5310545016,
GO,5212709,Mambaí,6048.3238463949,292.996675904,2000.7868606073,3754.5403098836,
GO,5212808,Mara Rosa,32333.7022146007,939.7723714059,10563.224621888,20830.7052213071,
GO,5212907,Marzagão,7256.152677213,244.5081730927,1411.3411110802,5600.3033930401,
GO,5212956,Matrinchã,,,,,
GO,5213004,Maurilândia,15443.3912050107,530.6087054683,5811.2880134634,9101.4944860787,
GO,5213053,Mimoso de Goiás,,,,,
GO,5213087,Minaçu,,,,,
GO,5213103,Mineiros,60581.6456630645,4391.8113887138,34140.9611609821,22048.8731133686,
GO,5213400,Moiporá,16990.1454977985,778.3608759383,3593.2012773202,12618.5833445399,
GO,5213509,Monte Alegre de Goiás,4826.1874656394,466.6451533771,2248.5056039323,2111.03670833,
GO,5213707,Montes Claros de Goiás,9980.1001717575,362.4916609201,3912.9047317978,5704.7037790392,
GO,5213756,Montividiu,,,,,
GO,5213772,Montividiu do Norte,,,,,
GO,5213806,Morrinhos,93408.2899971295,10195.217972073,40598.2814903311,42614.7905347254,
GO,5213855,Morro Agudo de Goiás,,,,,
GO,5213905,Mossâmedes,32054.0347748641,797.3544191412,8885.9566588261,22370.7236968969,
GO,5214002,Mozarlândia,18966.8582376677,857.345035027,7850.4184907501,10259.0947118906,
GO,5214051,Mundo Novo,,,,,
GO,5214101,Mutunópolis,8332.3312301159,404.8425894203,2493.9621316922,5433.5265090034,
GO,5214408,Nazário,22269.5686493551,1350.9111194053,7666.6968057726,13251.9607241773,
GO,5214507,Nerópolis,22613.0513437129,3412.1172740527,10203.1068939811,8997.8271756789,
GO,5214606,Niquelândia,38836.1225270254,1357.7703092587,9959.7802993114,27518.5719184553,
GO,5214705,Nova América,6328.0432720027,292.1763881599,1727.5334506887,4308.3334331543,
GO,5214804,Nova Aurora,9096.6909531646,1288.5423501293,1649.7056854305,6158.4429176049,
GO,5214838,Nova Crixás,,,,,
GO,5214861,Nova Glória,,,,,
GO,5214879,Nova Iguaçu de Goiás,,,,,
GO,5214903,Nova Roma,3892.2176468016,90.0653198112,845.8056287224,2956.3466982681,
GO,5215009,Nova Veneza,14133.4667484225,2300.747423168,3990.0632488632,7842.6560763912,
GO,5215207,Novo Brasil,10067.2746994389,871.178773494,4854.6266049187,4341.4693210264,
GO,5215231,Novo Gama,,,,,
GO,5215256,Novo Planalto,,,,,
GO,5215306,Orizona,36766.5957335346,2047.9840428587,11181.9246324898,23536.6870581859,
GO,5215405,Ouro Verde de Goiás,11987.5268897668,577.0665755622,4038.5819635382,7371.8783506667,
GO,5215504,Ouvidor,10524.9769365614,262.8513608145,3805.9107907589,6456.2147849882,
GO,5215603,Padre Bernardo,12485.2131041119,866.0794222304,3802.0441617011,7817.0895201804,
GO,5215652,Palestina de Goiás,,,,,
GO,5215702,Palmeiras de Goiás,75339.2604352953,16013.7896426124,28779.3180418767,30546.1527508063,
GO,5215801,Palmelo,2164.9821291159,166.954179417,1740.7010382929,257.3269114058,
GO,5215900,Palminópolis,14354.8415424852,350.9272482046,5574.6024834633,8429.3118108172,
GO,5216007,Panamá,17916.5350897614,78.2991218652,6721.9719235497,11116.2640443465,
GO,5216304,Paranaiguara,47781.2023256965,2387.2616305444,17141.2780779835,28252.6626171688,
GO,5216403,Paraúna,62468.3450827546,4080.37844249,12207.70859037,46180.2580498947,
GO,5216452,Perolândia,,,,,
GO,5216809,Petrolina de Goiás,33514.0220110348,1950.0617627148,14231.6786509033,17332.2815974167,
GO,5216908,Pilar de Goiás,19741.7941955392,269.899629607,3569.9824097891,15901.912156143,
GO,5217104,Piracanjuba,72923.7034884042,5286.8290241672,31152.4704360137,36484.4040282233,
GO,5217203,Piranhas,26688.7215582862,1603.5936591144,7759.443982893,17325.6839162788,
GO,5217302,Pirenópolis,69036.4841878647,3859.711722861,21594.0140660702,43582.7583989335,
GO,5217401,Pires do Rio,77499.3378740005,27334.2422386813,39691.9037880083,10473.1918473107,
GO,5217609,Planaltina,21116.9081630352,733.9736748377,4014.2830291423,16368.6514590552,
GO,5217708,Pontalina,60408.5460017928,4194.6776849851,20024.3906079769,36189.4777088306,
GO,5218003,Porangatu,59736.0609290434,4376.7508279615,31442.8768321531,23916.4332689288,
GO,5218052,Porteirão,,,,,
GO,5218102,Portelândia,4287.7736284444,567.1939456485,1816.92964801,1903.650034786,
GO,5218300,Posse,10682.8449187562,988.0712516669,5128.3498827809,4566.4237843082,
GO,5218391,Professor Jamil,,,,,
GO,5218508,Quirinópolis,126044.954575004,6651.2339368601,41795.0018419037,77598.7187962403,
GO,5218607,Rialma,21902.4643451882,8660.0361413682,9951.0355598475,3291.3926439728,
GO,5218706,Rianápolis,4542.6249446911,866.8109305817,2787.6125908248,888.2014232846,
GO,5218789,Rio Quente,,,,,
GO,5218805,Rio Verde,389422.008641953,21333.8413553316,148518.925593359,219569.241693263,
GO,5218904,Rubiataba,43121.957068923,3559.1141409197,16990.0809734024,22572.7619546011,
GO,5219001,Sanclerlândia,27876.6758504077,1060.6677637074,7491.4653907254,19324.5426959752,
GO,5219100,Santa Bárbara de Goiás,7473.7617055423,520.5015884876,2506.4100838877,4446.8500331669,
GO,5219209,Santa Cruz de Goiás,18821.6126855842,828.0912828643,14248.7409760594,3744.7804266607,
GO,5219258,Santa Fé de Goiás,,,,,
GO,5219308,Santa Helena de Goiás,247603.230566743,25958.5123691294,86244.2189993959,135400.499198218,
GO,5219357,Santa Isabel,,,,,
GO,5219407,Santa Rita do Araguaia,7354.6616534143,419.0561550416,2809.9770786202,4125.6284197526,
GO,5219456,Santa Rita do Novo Destino,,,,,
GO,5219506,Santa Rosa de Goiás,10124.7557492724,1197.840946841,3916.9758994841,5009.9389029474,
GO,5219605,Santa Tereza de Goiás,11544.7049273667,1148.7366426367,5245.8601082012,5150.108176529,
GO,5219704,Santa Terezinha de Goiás,11526.1171579906,749.9313603785,3848.4124963194,6927.7733012927,
GO,5219712,Santo Antônio da Barra,,,,,
GO,5219738,Santo Antônio de Goiás,,,,,
GO,5219753,Santo Antônio do Descoberto,,,,,
GO,5219803,São Domingos,8341.6969090497,366.5794903862,3016.3940449433,4958.7233737202,
GO,5219902,São Francisco de Goiás,18390.111031657,705.1515534514,8801.0323082457,8883.9271699596,
GO,5220009,São João d'Aliança,16211.4509149141,10475.1027818798,2140.7160724509,3595.6320605836,
GO,5220058,São João da Paraúna,,,,,
GO,5220108,São Luís de Montes Belos,73230.9824061418,3490.3363060189,34266.4940879177,35474.1520122054,
GO,5220157,São Luíz do Norte,,,,,
GO,5220207,São Miguel do Araguaia,73723.432437905,5446.4016931606,27024.2470913938,41252.7836533506,
GO,5220264,São Miguel do Passa Quatro,,,,,
GO,5220280,São Patrício,,,,,
GO,5220405,São Simão,27705.5461609962,2433.5087615535,11859.1166816831,13412.9207177596,
GO,5220454,Senador Canedo,,,,,
GO,5220504,Serranópolis,21762.9383890124,471.4954631781,5198.8139767175,16092.628949117,
GO,5220603,Silvânia,32059.8606691018,1287.2879298186,8146.9729460611,22625.5997932221,
GO,5220686,Simolândia,,,,,
GO,5220702,Sítio d'Abadia,3525.0225264125,234.066506144,1169.8124106925,2121.143609576,
GO,5221007,Taquaral de Goiás,30893.3532159768,3356.5966441325,9950.665958868,17586.0906129765,
GO,5221080,Teresina de Goiás,,,,,
GO,5221197,Terezópolis de Goiás,,,,,
GO,5221304,Três Ranchos,8490.1337479164,279.5430618031,3979.3299660896,4231.2607200237,
GO,5221403,Trindade,70401.5865413798,12080.9638542615,32663.2474805174,25657.3752066009,
GO,5221452,Trombas,,,,,
GO,5221502,Turvânia,20016.7059196466,1597.0647374771,5377.6437406192,13041.9974415503,
GO,5221551,Turvelândia,,,,,
GO,5221577,Uirapuru,,,,,
GO,5221601,Uruaçu,195707.376968666,101629.024060019,43284.0645333226,50794.2883753244,
GO,5221700,Uruana,27914.9139168887,5003.2022293761,12646.0800227771,10265.6316647357,
GO,5221809,Urutaí,8006.0069148231,668.0606519115,3521.0815078346,3816.8647550768,
GO,5221858,Valparaíso de Goiás,,,,,
GO,5221908,Varjão,11818.4482437295,764.9124833015,3125.1662209965,7928.3695394315,
GO,5222005,Vianópolis,17421.6039680936,1237.1777894285,8021.6155694339,8162.8106092312,
GO,5222054,Vicentinópolis,,,,,
GO,5222203,Vila Boa,,,,,
GO,5222302,Vila Propício,,,,,
MA,2100055,Açailândia,,,,,
MA,2100105,Afonso Cunha,4657.7844719351,87.3986650844,1525.6894321104,3044.6963747402,
MA,2100154,Água Doce do Maranhão,,,,,
MA,2100204,Alcântara,15090.8079569913,501.7704080916,4962.0389857082,9626.9985631915,
MA,2100303,Aldeias Altas,33247.6515141503,1916.4781729916,12945.5858947621,18385.5874463967,
MA,2100402,Altamira do Maranhão,25318.8688417732,1901.3373583043,6553.18906185,16864.3424216186,
MA,2100436,Alto Alegre do Maranhão,,,,,
MA,2100477,Alto Alegre do Pindaré,,,,,
MA,2100501,Alto Parnaíba,5314.1274906336,309.5200489957,1614.2125620053,3390.3948796326,
MA,2100550,Amapá do Maranhão,,,,,
MA,2100600,Amarante do Maranhão,18375.7140930878,514.2719985395,4550.872948868,13310.5691456803,
MA,2100709,Anajatuba,16156.1391868184,309.8277206731,4450.064645206,11396.2468209393,
MA,2100808,Anapurus,7733.1112976227,1057.74912395,2901.5161099514,3773.8460637213,
MA,2100832,Apicum-Açu,,,,,
MA,2100873,Araguanã,,,,,
MA,2100907,Araioses,38586.2708327422,1580.5781281688,8893.2336982942,28112.4590062794,
MA,2100956,Arame,,,,,
MA,2101004,Arari,27533.0604690783,2088.829197786,10738.6066568807,14705.6246144115,
MA,2101103,Axixá,9299.1889980829,750.8358569888,3035.6489092103,5512.7042318838,
MA,2101202,Bacabal,181341.263077951,44127.5069562431,93131.3499842811,44082.4061374272,
MA,2101251,Bacabeira,,,,,
MA,2101301,Bacuri,10051.4463165828,1115.4650627985,3748.6936762297,5187.2875775546,
MA,2101350,Bacurituba,,,,,
MA,2101400,Balsas,28349.1331580514,7361.193789311,13332.5417894424,7655.3975792979,
MA,2101509,Barão de Grajaú,40765.8966715209,7937.5167879276,5309.3570390474,27519.0228445459,
MA,2101608,Barra do Corda,136149.00892564,5522.7357879692,32237.0179797652,98389.2551579058,
MA,2101707,Barreirinhas,23236.4999806252,697.69195413,4446.1879078078,18092.6201186871,
MA,2101731,Belágua,,,,,
MA,2101772,Bela Vista do Maranhão,,,,,
MA,2101806,Benedito Leite,7793.2797474353,544.8962052217,2187.6573272536,5060.7262149602,
MA,2101905,Bequimão,18418.2583039441,873.9777806384,5936.1406617989,11608.1398615068,
MA,2101939,Bernardo do Mearim,,,,,
MA,2101970,Boa Vista do Gurupi,,,,,
MA,2102002,Bom Jardim,39629.0153080428,4827.110218764,9757.190386591,25044.7147026875,
MA,2102036,Bom Jesus das Selvas,,,,,
MA,2102077,Bom Lugar,,,,,
MA,2102101,Brejo,20713.3672909997,1913.0747408356,9531.9362676011,9268.356282563,
MA,2102150,Brejo de Areia,,,,,
MA,2102200,Buriti,15188.8211332539,174.5708875261,4664.0876726434,10350.1625730844,
MA,2102309,Buriti Bravo,17337.5989695511,428.1040977398,6928.4995687137,9980.9953030977,
MA,2102325,Buriticupu,,,,,
MA,2102358,Buritirana,,,,,
MA,2102374,Cachoeira Grande,,,,,
MA,2102408,Cajapió,10006.9054609882,1894.4685295764,2778.4409716765,5333.9959597354,
MA,2102507,Cajari,12674.975927301,284.6170771828,3254.4638077242,9135.8950423938,
MA,2102556,Campestre do Maranhão,,,,,
MA,2102606,Cândido Mendes,15002.9737568939,702.6686812889,5468.4702747134,8831.8348008916,
MA,2102705,Cantanhede,41938.9790489135,5376.1643374789,7446.4163583787,29116.398353056,
MA,2102754,Capinzal do Norte,,,,,
MA,2102804,Carolina,56712.6907801367,5226.547734984,33304.6202699857,18181.522775167,
MA,2102903,Carutapera,24957.9792326988,639.1740603597,8388.1142900445,15930.6908822948,
MA,2103000,Caxias,176827.243282255,37744.4219635572,83978.7983285778,55104.0229901206,
MA,2103109,Cedral,11932.9262172243,735.3289864669,3427.5442744013,7770.0529563558,
MA,2103125,Central do Maranhão,,,,,
MA,2103158,Centro do Guilherme,,,,,
MA,2103174,Centro Novo do Maranhão,,,,,
MA,2103208,Chapadinha,57797.262402678,3749.9243788569,28458.151240359,25589.1867834621,
MA,2103257,Cidelândia,,,,,
MA,2103307,Codó,148413.830592104,24145.7433465597,62189.3384928522,62078.7487526925,
MA,2103406,Coelho Neto,21800.2085843917,3335.5768986825,5845.9171581367,12618.7145275728,
MA,2103505,Colinas,29242.8806880911,3284.355391018,11560.8301652832,14397.6951317899,
MA,2103554,Conceição do Lago-Açu,,,,,
MA,2103604,Coroatá,123917.194243753,17167.339943782,37009.8857199963,69739.9685799748,
MA,2103703,Cururupu,29828.1823683767,4183.7921804866,11714.4074416688,13929.9827462211,
MA,2103752,Davinópolis,,,,,
MA,2103802,Dom Pedro,29296.6860674548,10268.9186886825,12771.1269919361,6256.6403868363,
MA,2103901,Duque Bacelar,9049.5949212493,463.5139052671,2191.5412054299,6394.5398105526,
MA,2104008,Esperantinópolis,28978.8820253334,1751.089379046,5305.9190956445,21921.8735506428,
MA,2104057,Estreito,,,,,
MA,2104073,Feira Nova do Maranhão,,,,,
MA,2104081,Fernando Falcão,,,,,
MA,2104099,Formosa da Serra Negra,,,,,
MA,2104107,Fortaleza dos Nogueiras,12581.6116746994,50.6304786858,1634.6182538736,10896.36294214,
MA,2104206,Fortuna,8501.4526825372,805.9971332319,3075.6716384293,4619.7839108758,
MA,2104305,Godofredo Viana,10585.845784581,28.203651148,4234.9835874538,6322.6585459792,
MA,2104404,Gonçalves Dias,29612.3447878432,645.0808430219,9047.4917838828,19919.7721609387,
MA,2104503,Governador Archer,17404.7507562632,543.0122002024,6384.708186329,10477.0303697318,
MA,2104552,Governador Edison Lobão,,,,,
MA,2104602,Governador Eugênio Barros,30553.6012847184,518.7282171476,8679.3428199414,21355.5302476294,
MA,2104628,Governador Luiz Rocha,,,,,
MA,2104651,Governador Newton Bello,,,,,
MA,2104677,Governador Nunes Freire,,,,,
MA,2104701,Graça Aranha,8714.1795917133,1619.2796691852,3105.7818717288,3989.1180507995,
MA,2104800,Grajaú,51018.7886577039,1017.2651316963,15138.0315529913,34863.4919730161,
MA,2104909,Guimarães,6851.8000430913,1168.5693083359,3967.126318807,1716.1044159483,
MA,2105005,Humberto de Campos,24171.0747099933,1729.0166553079,3761.3255557016,18680.7324989839,
MA,2105104,Icatu,15513.0279094731,880.9787606543,4663.7729030877,9968.2762457313,
MA,2105153,Igarapé do Meio,,,,,
MA,2105203,Igarapé Grande,22917.7226654219,2247.6844706893,3756.3394565767,16913.6987381561,
MA,2105302,Imperatriz,206290.814695202,42486.6057838553,91513.0417495963,72291.1671617507,
MA,2105351,Itaipava do Grajaú,,,,,
MA,2105401,Itapecuru Mirim,47965.8053555247,6228.1779578119,19793.3882447513,21944.2391529615,
MA,2105427,Itinga do Maranhão,,,,,
MA,2105450,Jatobá,,,,,
MA,2105476,Jenipapo dos Vieiras,,,,,
MA,2105500,João Lisboa,44865.4507285999,1467.6701037455,14058.6210356261,29339.1595892283,
MA,2105609,Joselândia,29133.3893931729,1054.576726099,10956.0809398129,17122.731727261,
MA,2105658,Junco do Maranhão,,,,,
MA,2105708,Lago da Pedra,62868.690886932,4112.235645753,13872.8424610356,44883.6127801432,
MA,2105807,Lago do Junco,23675.1552489625,240.9587635168,6090.7545875869,17343.4418978588,
MA,2105906,Lago Verde,15905.6449947494,93.5613767928,4328.8544607787,11483.2291571779,
MA,2105922,Lagoa do Mato,,,,,
MA,2105948,Lago dos Rodrigues,,,,,
MA,2105963,Lagoa Grande do Maranhão,,,,,
MA,2105989,Lajeado Novo,,,,,
MA,2106003,Lima Campos,21652.1202974861,1924.605680269,6673.6187462557,13053.8958709617,
MA,2106102,Loreto,8531.6092030411,135.9851275901,2525.6789881982,5869.9450872531,
MA,2106201,Luís Domingues,15509.8228214413,263.1801221927,3098.549638179,12148.0930610696,
MA,2106300,Magalhães de Almeida,6599.9919089172,101.7069501582,2136.5062894337,4361.7786693253,
MA,2106326,Maracaçumé,,,,,
MA,2106359,Marajá do Sena,,,,,
MA,2106375,Maranhãozinho,,,,,
MA,2106409,Mata Roma,9863.2781500603,286.5180087684,3590.7092223843,5986.0509189077,
MA,2106508,Matinha,20453.9416010512,587.2723812266,5096.9099944009,14769.7592254237,
MA,2106607,Matões,20777.3121354701,799.5412756158,6308.3796588883,13669.3912009661,
MA,2106631,Matões do Norte,,,,,
MA,2106672,Milagres do Maranhão,,,,,
MA,2106706,Mirador,24096.0541122013,253.486770286,3784.8753283131,20057.6920136023,
MA,2106755,Miranda do Norte,,,,,
MA,2106805,Mirinzal,10345.5241857068,888.2961882361,3087.3745167301,6369.8534807406,
MA,2106904,Monção,62809.1661596806,3154.5835481214,20945.9598352013,38708.6227763579,
MA,2107001,Montes Altos,14447.4206809923,283.9788768943,3449.8238923849,10713.6179117131,
MA,2107100,Morros,29977.3429337948,1049.6180509501,3527.5262134777,25400.1986693668,
MA,2107209,Nina Rodrigues,9661.6723538107,52.9850680196,3731.2856358072,5877.4016499842,
MA,2107258,Nova Colinas,,,,,
MA,2107308,Nova Iorque,4702.8581836558,354.9259096073,1661.604432148,2686.3278419005,
MA,2107357,Nova Olinda do Maranhão,,,,,
MA,2107407,Olho d'Água das Cunhãs,31456.6963363811,3490.5775478038,8893.2119486801,19072.9068398972,
MA,2107456,Olinda Nova do Maranhão,,,,,
MA,2107506,Paço do Lumiar,20176.6814570572,460.763772432,8597.5452913147,11118.3723933105,
MA,2107605,Palmeirândia,10917.9913176011,392.8372047424,1935.2510644009,8589.903048458,
MA,2107704,Paraibano,17906.8588576573,5818.3744992874,5183.6296528419,6904.854705528,
MA,2107803,Parnarama,30230.7230450007,1488.9601184834,8862.1663168859,19879.5966096316,
MA,2107902,Passagem Franca,31475.2782477367,5890.8931668526,8620.1900914576,16964.1949894264,
MA,2108009,Pastos Bons,16091.1511367603,841.087447766,3112.7448503591,12137.3188386352,
MA,2108058,Paulino Neves,,,,,
MA,2108108,Paulo Ramos,33587.1338038257,2153.9212370325,4369.0604769924,27064.152089801,
MA,2108207,Pedreiras,102130.932892592,28605.6959700305,51059.4224435239,22465.8144790386,
